ATTRIBUTE_SampleType	GNPSGROUP:Bear	GNPSGROUP:Blank	GNPSGROUP:Capuchin	GNPSGROUP:Carnivore	GNPSGROUP:CarnivorousCat	GNPSGROUP:Chimp	GNPSGROUP:Coati	GNPSGROUP:Donkey	GNPSGROUP:Elephant	GNPSGROUP:Feces	GNPSGROUP:Food	GNPSGROUP:Gibbon	GNPSGROUP:Goat	GNPSGROUP:Gorilla	GNPSGROUP:Herbivore	GNPSGROUP:Lemur	GNPSGROUP:Mandrill	GNPSGROUP:Meat	GNPSGROUP:Omnivore	GNPSGROUP:Plants	GNPSGROUP:QC	GNPSGROUP:Rhino	GNPSGROUP:Sheep	GNPSGROUP:Wolf	GNPSGROUP:Zebra	LibraryID	MQScore	RTConsensus	SumPeakIntensity	UniqueFileSourcesCount	cluster_index	componentindex	number_of_spectra	parent_mass	precursor_mass
Feces	0	0	0	1.30E-06	1.53E-06	0	0	0	0	2.34E-06	0	0	0	0	0	4.66E-05	1.66E-05	0	5.95E-06	0	0	0	0	0	0	N/A	N/A	4.3777	0.000243095	4	15001	3055	4	303.2151	303.2151
"Feces,Food"	3.17E-06	0	5.72E-05	2.61E-06	3.08E-06	0	4.82E-06	0	0	2.62E-06	3.93E-07	0	2.85E-05	0	5.70E-07	4.86E-05	0	0	5.54E-06	5.44E-07	0	0	0	0	0	N/A	N/A	5.3801	0.000286874	7	15002	-1	7	297.2412	297.2412
Feces	1.38E-05	0	0	0	0	0	0	0	0	2.19E-06	0	0	0	0	0	6.57E-05	0	0	6.01E-06	0	0	0	0	0	0	N/A	N/A	2.2068	0.000228204	2	15003	1374	2	432.0583	432.0583
Feces	0	0	8.70E-05	0.000328083	0.000387734	0	0	0	0	4.24E-05	0	0	0	0	0	3.05E-05	0	0	3.90E-06	0	0	0	0	0	0	N/A	N/A	4.4769	0.004413129	12	15004	306	12	281.1712	281.1712
"Feces,Food"	1.07E-05	0	8.09E-05	1.50E-05	1.61E-05	0	1.98E-05	0	0	1.71E-05	1.96E-06	2.29E-05	0.000120046	4.69E-05	1.70E-05	6.18E-05	1.08E-05	3.54E-06	1.51E-05	1.63E-06	5.40E-05	0	8.99E-05	8.53E-06	0	N/A	N/A	5.8608	0.001851587	29	15005	-1	29	351.213	351.213
Feces	0	0	1.95E-05	8.76E-06	1.04E-05	0	0	0	0	3.13E-06	0	0	0	0	0	9.62E-05	0	0	5.58E-06	0	0	0	0	0	0	N/A	N/A	7.4014	0.000325898	5	15006	5415	5	465.3014	465.3014
Feces	0	0	2.01E-05	5.09E-06	3.17E-06	0	1.12E-05	0	0	2.73E-06	0	0	0	0	0	5.98E-05	0	0	5.74E-06	0	0	0	0	1.57E-05	0	N/A	N/A	6.7684	0.000284137	6	15007	-1	6	365.3187	365.3187
Feces	0	0	1.82E-05	0	0	0	0	0	0	8.72E-07	0	0	0	0	0	3.62E-05	0	0	2.39E-06	0	0	0	0	0	0	N/A	N/A	6.43	9.07E-05	2	15008	-1	2	343.2464	343.2464
Feces	0	0	0.000165543	3.29E-06	3.89E-06	0	0	0	0	2.51E-06	0	0	0	0	0	2.63E-05	0	0	5.74E-06	0	0	0	0	0	0	N/A	N/A	4.5411	0.000261024	4	15009	-1	4	313.2146	313.2146
"Feces,Food"	4.42E-06	0	0.000119688	4.05E-06	4.78E-06	0	3.14E-06	0	0	5.29E-06	2.36E-06	0	0	7.34E-06	8.81E-07	6.61E-05	1.85E-05	1.06E-05	1.19E-05	0	0	0	0	0	0	N/A	N/A	6.4824	0.000634681	9	15010	1593	9	367.2447	367.2447
"Feces,Food"	0	0	2.38E-05	2.48E-06	2.93E-06	0	4.00E-06	0.000173993	0	4.72E-05	1.38E-06	0	5.45E-05	8.82E-05	9.38E-05	6.46E-05	0	0	4.76E-06	1.92E-06	0	5.80E-05	1.00E-05	0	0.000195601	N/A	N/A	4.666	0.004953961	34	15011	7112	34	309.2045	309.2045
Feces	0	0	0	1.95E-05	2.30E-05	0	1.64E-05	0	0	5.05E-06	0	0	0	0	0	7.85E-05	0	0	7.15E-06	0	0	0	0	0	0	N/A	N/A	0.7413	0.000525131	7	15012	-1	7	274.0678	274.0678
Feces	0	0	0	3.63E-05	3.98E-05	0	0	0	0	1.01E-05	0	0	4.74E-05	8.47E-06	6.86E-06	5.81E-05	1.49E-05	0	6.19E-06	0	0	0	4.90E-05	1.76E-05	0	N/A	N/A	4.6585	0.001050818	17	15013	96	17	323.1818	323.1818
Feces	8.21E-06	0	1.92E-05	1.54E-06	1.82E-06	2.08E-05	0	0.00015325	0.000142081	9.66E-05	0	0	3.20E-05	0.000358537	0.000181708	8.17E-05	6.16E-05	0	2.48E-05	0	0	4.49E-05	3.02E-05	0	0.000304874	N/A	N/A	4.0665	0.010046288	45	15014	-1	45	383.2024	383.2024
Feces	0	0	0	9.78E-07	1.16E-06	0	0	0	0	7.86E-07	0	0	0	0	0	3.45E-05	0	0	1.82E-06	0	0	0	0	0	0	N/A	N/A	6.3818	8.17E-05	2	15015	-1	2	517.3843	517.3843
Feces	0	0	3.86E-05	1.81E-05	6.38E-06	0	5.39E-05	0	0	9.95E-06	0	0	0	0	0	4.16E-05	3.77E-05	0	2.11E-05	0	0	0	0	8.24E-05	0	N/A	N/A	6.5428	0.001035185	13	15016	2987	13	401.3398	401.3398
Feces	0	0	0	5.61E-06	6.63E-06	0	0	0	0	1.85E-06	0	0	0	0	0	5.97E-05	0	0	3.14E-06	0	0	0	0	0	0	N/A	N/A	4.2553	0.000192395	5	15017	158	5	259.1894	259.1894
Feces	0	0	1.99E-05	2.01E-05	2.38E-05	0	0	0	0	3.28E-06	0	0	0	0	0	2.97E-05	0	0	2.09E-06	0	0	0	0	0	0	N/A	N/A	4.7852	0.000340663	4	15018	-1	4	333.2409	333.2409
Feces	0	0	0	1.24E-06	0	0	0	0	0	1.68E-06	0	0	0	0	0	7.95E-05	0	0	4.18E-06	0	0	0	0	8.08E-06	0	N/A	N/A	5.9903	0.000175148	2	15019	-1	2	367.2978	367.2978
Feces	0	0	2.67E-05	1.76E-06	2.08E-06	0	0	0	0	2.56E-06	0	0	0	0	0	4.68E-05	1.54E-05	0	6.41E-06	0	0	0	0	0	0	N/A	N/A	5.127	0.000266588	4	15020	3394	4	315.2517	315.2517
Feces	0	0	5.39E-05	1.79E-05	2.11E-05	1.62E-05	3.76E-06	0	0	7.65E-06	0	0	0	7.72E-06	2.61E-06	6.84E-05	6.75E-06	0	1.14E-05	0	0	0	0	0	5.25E-06	N/A	N/A	4.4319	0.000796041	14	15021	1693	14	249.1838	249.1838
"Feces,Food"	0	0	8.65E-05	1.12E-05	1.11E-05	4.88E-06	4.09E-05	8.09E-05	0	2.93E-05	4.17E-06	0	0	0.000220864	4.08E-05	5.58E-05	4.17E-05	4.94E-06	2.28E-05	4.25E-06	0	0	0	1.19E-05	3.95E-05	N/A	N/A	5.3404	0.003200805	34	15022	-1	34	351.2134	351.2134
Feces	0	0	5.06E-05	0	0	0	0	0	0	1.77E-06	0	0	0	8.90E-06	1.07E-06	4.02E-05	0	0	3.45E-06	0	0	0	0	0	0	N/A	N/A	2.9187	0.00018435	3	15023	-1	3	360.2003	360.2003
Feces	0	0	0	0	0	0	0	0	0	9.38E-07	0	0	0	0	0	2.88E-05	5.00E-06	0	2.57E-06	0	0	0	0	0	0	N/A	N/A	2.7943	9.76E-05	2	15024	216	2	223.1411	223.1411
"Feces,Food"	0	0	0	0	0	0	0	0	0	7.92E-07	3.83E-05	0	0	0	0	4.12E-05	0	0.000172178	2.17E-06	0	0	0	0	0	0	N/A	N/A	2.7587	0.001459757	5	15025	-1	5	664.3161	332.658
"Feces,Food"	6.50E-06	0	0.000180769	3.13E-05	3.10E-05	0	4.13E-05	0	0	1.35E-05	2.63E-06	0	0	0	0	7.60E-05	4.18E-05	8.51E-06	2.64E-05	1.02E-06	0	0	0	3.30E-05	0	Spectral_Match_to_9(10)-EpOME_from_NIST14	0.856065	5.772	0.001503534	20	15026	318	20	279.2309	279.2309
Feces	0	0	0	1.67E-05	1.97E-05	0	0	0	0	3.36E-06	0	0	0	0	0	6.65E-05	0	0	3.50E-06	0	0	0	0	0	0	N/A	N/A	4.8792	0.000349955	5	15027	1774	5	251.1995	251.1995
Feces	0	0	0.00040725	0	0	0	0	0	0	4.58E-06	0	0	0	0	0	3.47E-05	0	0	1.25E-05	0	0	0	0	0	0	N/A	N/A	6.474	0.00047664	2	15028	703	2	397.2546	397.2546
"Feces,Food"	5.55E-05	0	0	8.27E-05	9.39E-05	4.26E-05	9.53E-05	0	4.48E-05	4.06E-05	1.83E-07	0	0	2.12E-05	1.35E-05	8.88E-05	0.000101271	8.22E-07	6.50E-05	0	0	1.46E-05	0	2.12E-05	0	N/A	N/A	7.3555	0.004227053	34	15029	2392	34	281.2464	281.2464
Feces	0	0	1.39E-05	1.20E-05	1.42E-05	0	0	0	0	2.65E-06	0	0	0	0	0	5.28E-05	0	0	3.14E-06	0	0	0	0	0	0	N/A	N/A	5.9518	0.000275976	3	15030	7039	3	367.2443	367.2443
Feces	0	0	0	0	0	0	0	0	3.11E-05	3.34E-06	0	0	0	0	4.98E-06	2.72E-05	5.51E-06	0	2.59E-06	0	0	0	0	0	0	N/A	N/A	3.1472	0.000347561	3	15031	-1	3	215.1748	215.1748
Feces	0	0	0	6.06E-06	3.32E-06	0	0	0	0	1.45E-05	0	0	0	1.14E-05	2.71E-05	3.62E-05	0	0	1.91E-06	0	0	9.88E-05	0	2.11E-05	0	N/A	N/A	7.5173	0.001504275	5	15032	147	5	419.3503	419.3503
Feces	0	0	0	6.42E-06	7.59E-06	0	0	0	0	1.42E-06	0	0	0	0	0	3.23E-05	0	0	1.70E-06	0	0	0	0	0	0	N/A	N/A	4.1822	0.000148119	3	15033	172	3	205.1579	205.1579
Feces	1.22E-05	0	0	2.90E-05	3.43E-05	0	4.36E-05	0	0	1.38E-05	0	0	0	0	1.53E-06	4.40E-05	6.23E-05	0	2.57E-05	0	0	0	0	0	4.77E-06	N/A	N/A	4.733	0.001430254	19	15034	-1	19	247.1682	247.1682
Feces	0	0	0	0	0	3.67E-05	0	0	0	6.35E-06	0	0	0	3.75E-05	4.50E-06	3.41E-05	0	0	1.15E-05	0	0	0	0	0	0	N/A	N/A	4.4312	0.000660383	6	15035	-1	6	353.1926	353.1926
Feces	0	0	0	1.28E-05	1.52E-05	0	0	0	0	2.09E-06	0	0	0	0	0	2.54E-05	0	0	1.34E-06	0	0	0	0	0	0	N/A	N/A	4.628	0.00021781	4	15036	653	4	305.1344	305.1344
Feces	0	0	0	0	0	0	0	0	0	1.95E-06	0	0	0	0	0	0.0001014	0	0	5.34E-06	0	0	0	0	0	0	N/A	N/A	7.5037	0.0002028	2	15037	2213	2	595.2828	595.2828
Feces	0	0	0	3.15E-06	2.01E-06	0	0	0	0	9.33E-07	0	0	0	0	0	2.80E-05	0	0	1.48E-06	0	0	0	0	9.42E-06	0	N/A	N/A	7.6495	9.70E-05	3	15038	-1	3	377.2648	377.2648
Feces	0	0	5.39E-05	1.58E-05	1.86E-05	0	7.37E-06	0	0	6.79E-06	0	0	0	1.01E-05	2.89E-06	3.75E-05	2.21E-05	0	9.40E-06	0	0	0	0	0	5.25E-06	N/A	N/A	4.3669	0.000706587	13	15039	1693	13	249.1838	249.1838
Feces	9.37E-06	0	5.61E-05	1.27E-05	1.50E-05	0	6.81E-06	0	0	3.76E-06	0	0	0	0	0	2.80E-05	0	0	5.93E-06	0	0	0	0	0	0	N/A	N/A	5.2979	0.000391013	9	15040	-1	9	601.2627	601.2627
Feces	0	0	0	0	0	0	0	0	0	9.86E-07	0	0	0	0	0	3.21E-05	4.81E-06	0	2.70E-06	0	0	0	0	0	0	N/A	N/A	3.9577	0.000102592	2	15041	-1	2	387.2362	387.2362
Feces	0	0	0	1.32E-06	1.56E-06	0	0	0	0	7.16E-07	0	0	0	0	0	2.87E-05	0	0	1.51E-06	0	0	0	0	0	0	N/A	N/A	3.0556	7.44E-05	2	15042	-1	2	297.1114	297.1114
Feces	0	0	0	2.19E-05	2.59E-05	0	0	0	0	3.80E-06	0	0	0	9.74E-06	1.17E-06	2.61E-05	0	0	1.37E-06	0	0	0	0	0	0	N/A	N/A	4.9671	0.000395672	9	15043	331	9	279.1567	279.1567
Feces	8.64E-06	0	0	2.11E-06	2.50E-06	0	0	0	0	2.07E-06	0	0	3.63E-05	0	7.26E-07	4.57E-05	0	0	4.00E-06	0	0	0	0	0	0	N/A	N/A	3.8811	0.000215731	5	15044	1413	5	281.1359	281.1359
Feces	0	0	0	0	0	4.93E-06	0	0	0	1.79E-06	0	0	0	1.24E-05	1.48E-06	3.15E-05	0	0	2.96E-06	0	0	0	0	0	0	N/A	N/A	6.8702	0.000186535	3	15045	790	3	648.3727	324.6863
"Feces,Food"	0	0	0	0	0	0	0	0	0	7.42E-07	3.49E-07	0	0	0	0	3.86E-05	0	1.57E-06	2.03E-06	0	0	0	0	0	0	N/A	N/A	7.4571	8.98E-05	2	15046	-1	2	261.2206	261.2206
Feces	0	0	0	0	0	0	0	0	0	5.10E-06	0	0	0	0	0	3.22E-05	0	0	1.70E-06	0	0.000155335	0	0	0	0	N/A	N/A	6.5017	0.000530454	4	15047	310	4	477.223	477.223
Feces	0	0	0	1.50E-05	1.65E-05	0	0	0	0	2.66E-06	0	0	0	0	0	4.09E-05	0	0	2.15E-06	0	0	0	0	6.51E-06	0	N/A	N/A	6.8543	0.000276704	4	15048	6899	4	381.3136	381.3136
Feces	0	0	0	3.85E-05	4.55E-05	0	4.38E-06	0	0	8.58E-06	0	2.40E-05	0	2.61E-05	3.13E-06	6.64E-05	0	0	6.19E-06	0	0	0	0	0	0	N/A	N/A	5.057	0.000892105	12	15049	1624	12	307.1872	307.1872
Feces	0	0	0	0	0	0	0	0	0	1.30E-06	0	2.21E-05	0	0	0	3.45E-05	0	0	3.56E-06	0	0	0	0	0	0	N/A	N/A	3.0535	0.000135162	2	15050	-1	2	355.0646	355.0646
Feces	6.69E-06	0	0	0	0	0	0	0	0	9.54E-07	0	0	0	0	0	2.62E-05	0	0	2.61E-06	0	0	0	0	0	0	N/A	N/A	7.8113	9.93E-05	2	15051	-1	2	389.3031	389.3031
Feces	0	0	0	0	0	0	0	0	0	2.40E-06	0	0	0	0	0	2.96E-05	2.38E-05	0	6.57E-06	0	0	0	0	0	0	N/A	N/A	4.2922	0.000249511	2	15052	-1	2	343.2452	343.2452
"Feces,Food"	0	0	0	1.10E-05	6.84E-06	0	1.08E-05	0	0	2.91E-06	4.87E-06	0	0	0	0	2.67E-05	3.78E-06	1.67E-05	4.18E-06	1.60E-06	0	0	0	3.42E-05	0	N/A	N/A	3.4378	0.000477744	18	15053	-1	18	380.2172	380.2172
Feces	0	0	0	2.51E-05	2.97E-05	0	0	0	0	5.50E-06	0	0	0	1.69E-05	2.03E-06	5.69E-05	3.75E-06	0	3.78E-06	0	0	0	0	0	0	N/A	N/A	4.6322	0.000571629	10	15054	-1	10	281.171	281.171
Feces	6.74E-06	0	0	5.87E-06	6.94E-06	1.35E-05	0	0	0	6.54E-06	0	0	0	1.08E-05	1.30E-06	3.73E-05	3.51E-05	0	1.42E-05	0	0	0	0	0	0	N/A	N/A	5.2901	0.000679697	11	15055	2457	11	375.2125	375.2125
Feces	0	0	1.62E-05	0	0	0	0	0	0	2.53E-06	0	0	0	0	0	3.22E-05	2.28E-05	0	6.93E-06	0	0	0	0	0	0	N/A	N/A	5.1968	0.000263259	3	15056	3394	3	315.2517	315.2517
Feces	0	0	0	1.26E-05	1.49E-05	0	5.39E-06	0	0	2.41E-06	0	0	0	0	0	2.45E-05	0	0	2.28E-06	0	0	0	0	0	0	N/A	N/A	6.1119	0.000250381	8	15057	3701	8	463.2856	463.2856
Feces	0	0	3.09E-05	1.73E-05	1.57E-05	0	1.64E-05	0	0	6.56E-06	0	0	0	0	4.43E-06	4.48E-05	0	0	6.20E-06	0	0	1.71E-05	0	2.64E-05	0	N/A	N/A	5.9538	0.000682521	10	15058	-1	10	383.3291	383.3291
Feces	0	0	0	0	0	0	0	0	0	1.46E-06	0	0	0	0	0	2.87E-05	1.19E-05	0	4.01E-06	0	0	0	0	0	0	N/A	N/A	4.4348	0.000152358	3	15059	-1	3	370.257	370.257
Feces	0	0	2.56E-05	1.73E-05	1.81E-05	0	0	0	0	2.41E-06	0	0	0	0	0	0	0	0	6.73E-07	0	0	0	0	1.30E-05	0	N/A	N/A	4.7865	0.00025026	4	15060	1441	4	315.2305	315.2305
Feces	0	0	3.80E-05	6.39E-07	7.55E-07	0	0	0	0	4.46E-07	0	0	0	0	0	0	0	0	1.00E-06	0	0	0	0	0	0	N/A	N/A	3.8602	4.64E-05	2	15061	-1	2	317.1497	317.1497
Feces	0	0	0.001200864	2.49E-06	8.11E-07	0	0	0	0	1.26E-05	0	0	0	0	0	3.62E-05	0	0	3.35E-05	0	0	0	0	1.17E-05	0	Spectral_Match_to_5-Pregnen-3.beta.-ol-20-one_from_NIST14	0.781606	4.8494	0.001305762	4	15062	1504	4	299.2357	299.2357
Feces	0	0	3.43E-05	1.28E-05	1.21E-05	0	0	0	0	1.93E-06	0	0	0	0	0	0	0	0	9.02E-07	0	0	0	0	1.69E-05	0	N/A	N/A	4.5337	0.000200722	5	15063	758	5	315.2306	315.2306
Feces	0	0	0	9.77E-06	1.15E-05	0	8.02E-06	0	0	2.23E-06	0	0	0	0	0	2.46E-05	0	0	2.77E-06	0	0	0	0	0	0	N/A	N/A	6.129	0.000232321	7	15064	-1	7	534.3439	534.3439
"Feces,Food"	0	0	0	0	0	0	0	0	0	7.47E-07	6.45E-07	0	0	0	0	3.88E-05	0	1.65E-06	2.04E-06	3.86E-07	0	0	0	0	0	N/A	N/A	6.5185	0.000100884	3	15065	4590	3	351.2137	351.2137
Feces	0	0	0	0	0	1.96E-05	0	0	0	7.38E-06	0	5.53E-05	0	5.93E-05	7.12E-06	2.45E-05	0	0	1.08E-05	0	0	0	0	0	0	N/A	N/A	2.6469	0.000767346	7	15066	4827	7	258.1329	258.1329
Feces	0	0	0.000615911	1.21E-05	4.28E-06	0	0	0	0	7.43E-06	0	0	0	0	0	0	0	0	1.62E-05	0	0	0	0	5.50E-05	0	N/A	N/A	5.3091	0.000773083	5	15067	-1	5	299.2357	299.2357
Feces	0	0	0.000445309	3.30E-05	3.56E-05	0	0	0	0	8.93E-06	0	0	0	0	0	2.75E-05	0	0	1.32E-05	0	0	0	0	1.86E-05	0	Spectral_Match_to_5-Pregnen-3.beta.-ol-20-one_from_NIST14	0.813722	4.6857	0.000929075	7	15068	1504	7	299.2357	299.2357
Feces	7.69E-06	0	0	0	0	2.81E-05	0	0	0	1.15E-05	0	0	0	0	0	0	0.000107772	0	3.15E-05	0	0	0	0	0	0	N/A	N/A	3.9081	0.001196837	9	15069	2174	9	335.2201	335.2201
Feces	0	0	0	9.69E-06	1.14E-05	0	0	0	0	1.93E-06	0	0	0	0	0	3.74E-05	0	0	1.97E-06	0	0	0	0	0	0	N/A	N/A	5.0501	0.000200669	4	15070	448	4	307.2254	307.2254
Feces	0	0	5.63E-05	0	0	0	9.08E-06	0	0	1.15E-06	0	0	0	0	0	0	0	0	3.15E-06	0	0	0	0	0	0	N/A	N/A	5.8091	0.000119835	2	15071	-1	2	447.318	447.318
Feces	0	0	0	2.83E-06	3.34E-06	0	0	0	0	2.66E-06	0	0	0	0	0	5.32E-05	1.67E-05	0	6.32E-06	0	0	0	0	0	0	N/A	N/A	5.9418	0.000277081	5	15072	1317	5	369.26	369.26
Feces	0	0	0.003002557	1.73E-05	1.73E-05	0	0	0	0	3.10E-05	0	0	0	0	0	0	0	0	7.90E-05	0	0	0	0	1.70E-05	0	Spectral_Match_to_5-Pregnen-3.beta.-ol-20-one_from_NIST14	0.797671	5.7261	0.003227415	4	15073	1504	4	299.2357	299.2357
Feces	0	0	0	0	0	3.54E-06	0	0	0	9.13E-07	0	0	0	9.93E-06	1.19E-06	0	0	0	9.31E-07	0	0	0	0	0	0	N/A	N/A	6.8727	9.50E-05	2	15074	-1	2	721.4262	361.2131
Feces	7.83E-06	0	0	0	0	0	0	0	0	7.68E-06	0	0	0	2.86E-05	3.43E-06	3.15E-05	6.37E-05	0	1.65E-05	0	0	0	0	0	0	N/A	N/A	3.8083	0.000798803	8	15075	4292	8	411.2337	411.2337
Feces	0	0	0	0	0	1.36E-05	0	0	0	8.20E-06	0	0	0	7.60E-05	9.12E-06	3.19E-05	1.58E-05	0	8.59E-06	0	2.33E-05	0	0	0	0	N/A	N/A	3.9446	0.000852392	9	15076	-1	9	413.2494	413.2494
Feces	0	0	0	1.74E-05	2.06E-05	0	0	0	0	2.17E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	5.2258	0.000226155	3	15077	2456	3	281.1701	281.1701
Feces	0	0	0	2.10E-05	1.12E-05	0	2.98E-06	0	0	2.83E-06	0	0	0	0	0	0	0	0	5.49E-07	0	0	0	0	7.52E-05	0	N/A	N/A	3.1757	0.000293937	6	15078	33	6	290.1047	290.1047
Feces	0	0	0	1.68E-05	1.98E-05	0	5.32E-06	0	0	3.16E-06	0	0	0	4.62E-06	5.55E-07	0	5.67E-06	0	2.17E-06	0	0	0	0	0	0	N/A	N/A	4.5068	0.000328435	9	15079	-1	9	297.1663	297.1663
Feces	0	0	0	7.31E-06	8.64E-06	0	0	0	0	2.88E-06	0	0	0	0	0	2.93E-05	1.82E-05	0	5.37E-06	0	0	0	0	0	0	N/A	N/A	5.4123	0.000299146	7	15080	-1	7	321.2037	321.2037
Feces	9.46E-06	0	0.000130527	4.89E-06	1.52E-06	0	2.42E-05	0	0	4.46E-06	0	0	0	0	0	0	4.33E-06	0	1.05E-05	0	0	0	0	2.35E-05	0	N/A	N/A	5.9019	0.000464357	8	15081	-1	8	383.2927	383.2927
Feces	0	0	2.85E-05	1.36E-05	1.61E-05	0	0	0	0	3.75E-06	0	0	0	4.89E-06	1.94E-06	4.40E-05	0	0	3.06E-06	0	0	0	0	0	4.23E-06	N/A	N/A	4.67	0.00039044	6	15082	68	6	253.1786	253.1786
Feces	0	0	0	2.85E-06	3.37E-06	0	0	0	0	1.23E-06	0	0	0	0	0	4.56E-05	0	0	2.40E-06	0	0	0	0	0	0	N/A	N/A	6.9104	0.000128257	2	15083	-1	2	365.2659	365.2659
Feces	0	0	0.000332927	0	0	0	3.29E-06	0	0	3.42E-06	0	0	0	0	0	0	0	0	9.37E-06	0	0	0	0	0	0	N/A	N/A	4.3272	0.000355967	2	15084	6217	2	338.2663	338.2663
Feces	0	0	0	2.70E-06	3.19E-06	0	0	0.000194203	2.38E-05	3.13E-05	0	0	6.70E-05	5.92E-05	6.03E-05	0	2.52E-05	0	5.31E-06	0	0	0	0	0	0.000138023	N/A	N/A	4.3068	0.003251524	23	15085	-1	23	307.1888	307.1888
Feces	0	0	3.13E-05	1.59E-05	1.88E-05	0	3.85E-06	0	0	3.03E-06	0	0	0	8.34E-06	1.00E-06	0	0	0	1.53E-06	0	0	0	0	0	0	N/A	N/A	4.863	0.000315269	9	15086	449	9	223.1683	223.1683
"Feces,Food"	0	0	0	0	0	0	0	0	3.46E-05	4.94E-06	0.000111421	0	0	0	5.54E-06	0	0	0.000493023	0	2.58E-06	7.90E-05	0	0	0	0	N/A	N/A	2.8711	0.00452525	9	15087	-1	9	541.3359	541.3359
Feces	9.00E-06	0	0	1.90E-05	2.25E-05	0	5.54E-06	0	0	3.36E-06	0	0	0	0	0	0	0	0	2.68E-06	0	0	0	0	0	0	N/A	N/A	4.6428	0.000349004	9	15088	449	9	223.1683	223.1683
Feces	0	0	1.29E-05	2.70E-05	2.79E-05	0	0	0	0	4.57E-06	0	0	0	1.20E-05	1.45E-06	0	4.90E-06	0	1.37E-06	0	0	0	0	2.15E-05	0	N/A	N/A	4.9173	0.000474845	10	15089	703	10	323.1817	323.1817
Feces	7.84E-05	0	0	4.97E-06	5.88E-06	1.06E-05	1.18E-05	0	0	1.50E-05	0	0	0	0	4.11E-06	0	6.95E-05	0	3.40E-05	0	0	0	0	0	1.28E-05	N/A	N/A	4.825	0.001562286	14	15090	2754	14	319.2252	319.2252
"Feces,Food"	2.95E-05	0	0.00034496	5.69E-06	6.73E-06	0	2.73E-05	0	0	1.26E-05	3.64E-07	0	0	2.06E-05	2.48E-06	2.78E-05	3.86E-05	0	2.91E-05	5.04E-07	0	0	0	0	0	N/A	N/A	6.3412	0.001318391	11	15091	-1	11	367.2443	367.2443
Feces	0	0	0	2.60E-06	1.22E-06	0	2.97E-06	0	0	5.25E-07	0	0	0	0	0	0	0	0	5.48E-07	0	0	0	0	1.02E-05	0	N/A	N/A	3.5901	5.46E-05	3	15092	10	3	374.2521	374.2521
Feces	9.65E-06	0	0	0	0	9.21E-06	0	0	0	1.53E-06	0	0	0	0	0	0	0	0	4.20E-06	0	0	0	0	0	0	N/A	N/A	1.3152	0.00015963	2	15093	4030	2	309.0387	309.0387
Feces	1.23E-05	0	0.000717272	1.31E-05	1.55E-05	0	0	0	0	9.37E-06	0	0	0	0	0	0	0	0	2.11E-05	0	0	0	0	0	0	N/A	N/A	4.7303	0.000974156	7	15094	184	7	249.1838	249.1838
Feces	0	0	0	8.16E-05	9.65E-05	0	0	0	0	1.43E-05	0	0	4.23E-05	1.43E-05	5.34E-06	0	2.04E-05	0	4.30E-06	0	0	1.07E-05	0	0	0	N/A	N/A	6.6091	0.001491828	12	15095	129	12	397.3086	397.3086
Feces	5.80E-05	0	7.92E-05	4.01E-05	4.53E-05	0.000169238	0.000225546	0	0	5.53E-05	0	0.000147211	0	8.55E-05	1.03E-05	0	6.53E-05	0	0.000124221	0	0	0	0	1.15E-05	0	N-Acetylmuramic_Acid	0.789848	1.4879	0.005754824	34	15096	1182	34	294.1173	294.1173
Feces	0	0	0	2.82E-05	2.74E-05	0	0	0	0	2.16E-05	0	0	0.000259554	0	3.76E-05	0	0	0	0	0	0	3.03E-05	0.000245507	3.26E-05	0	N/A	N/A	6.807	0.002248236	17	15097	-1	17	431.3139	431.3139
Feces	0	0	0	1.55E-05	1.83E-05	0	0	0	0	1.93E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1.4037	0.000201127	3	15098	-1	3	274.0678	274.0678
Feces	0	0	0	9.63E-06	1.14E-05	0	0	0	0	1.20E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	4.8098	0.000125252	3	15099	1774	3	269.21	269.21
Feces	0	0	0	1.13E-05	1.34E-05	0	0	0	0	1.41E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	0.9321	0.000146969	2	15100	-1	2	274.0677	274.0677
Feces	0	0	0.00010844	3.22E-05	3.50E-05	0	0	0	0	1.65E-05	0	0	8.92E-05	8.00E-06	2.24E-05	0	7.91E-06	0	4.52E-06	0	0	2.60E-05	4.47E-05	1.70E-05	2.64E-05	N/A	N/A	6.057	0.001712038	19	15101	6262	19	433.3297	433.3297
Feces	0.002129601	0	5.26E-05	1.86E-05	1.49E-05	1.91E-05	0.000527023	0	0	0.000192551	0	0	0	4.62E-05	5.55E-06	5.24E-05	4.64E-05	0	0.000508329	0	6.31E-05	0	0	3.89E-05	0	N/A	N/A	6.0654	0.020025311	24	15102	2559	24	361.2333	361.2333
"Feces,Blank,Food"	0	7.99E-05	6.53E-05	0	0	0	0	0	0	6.28E-07	0.00029047	0	0	0	0	0	0	0.000487263	1.72E-06	0.000232293	0	0	0	0	0	N/A	N/A	1.8322	0.010522269	37	15103	583	37	347.1927	347.1927
