ATTRIBUTE_SampleType	GNPSGROUP:Bear	GNPSGROUP:Blank	GNPSGROUP:Capuchin	GNPSGROUP:Carnivore	GNPSGROUP:CarnivorousCat	GNPSGROUP:Chimp	GNPSGROUP:Coati	GNPSGROUP:Donkey	GNPSGROUP:Elephant	GNPSGROUP:Feces	GNPSGROUP:Food	GNPSGROUP:Gibbon	GNPSGROUP:Goat	GNPSGROUP:Gorilla	GNPSGROUP:Herbivore	GNPSGROUP:Lemur	GNPSGROUP:Mandrill	GNPSGROUP:Meat	GNPSGROUP:Omnivore	GNPSGROUP:Plants	GNPSGROUP:QC	GNPSGROUP:Rhino	GNPSGROUP:Sheep	GNPSGROUP:Wolf	GNPSGROUP:Zebra	LibraryID	MQScore	RTConsensus	SumPeakIntensity	UniqueFileSourcesCount	cluster_index	componentindex	number_of_spectra	parent_mass	precursor_mass
"Feces,Food"	0.000155566	0	2.15E-05	5.76E-05	5.15E-05	0.000183667	0.00012728	0	0	7.68E-05	3.90E-07	0.000118201	0	8.45E-05	4.40E-05	2.77E-05	9.90E-05	6.36E-07	0.000132631	3.44E-07	0	8.35E-06	1.50E-05	9.10E-05	9.43E-05	N/A	N/A	2.3731	0.008001016	65	3930	-1	65	202.1076	202.1076
"Feces,Food"	1.22E-05	0	0	0	0	9.76E-06	3.92E-05	0	1.58E-05	1.11E-05	5.23E-05	1.31E-05	0	4.68E-06	3.09E-06	0.000250986	0	2.93E-06	2.63E-05	7.15E-05	0	0	0	0	0	N/A	N/A	6.7271	0.003036133	26	3931	1812	26	537.3025	537.3025
"Feces,Blank,Food"	5.16E-06	0.000313037	1.89E-05	0.000408088	0.000399209	7.68E-05	9.97E-05	0	0	8.11E-05	0.000688821	3.37E-05	0	4.91E-05	1.12E-05	0	0.000117783	0.000337481	6.75E-05	0.000771652	0	0	4.17E-05	0.000456924	3.65E-06	N/A	N/A	6.6537	0.033227776	79	3932	-1	79	275.1998	275.1998
Feces	0	0	0	0	0	0.000126002	0	0	0	1.21E-05	0	0	0	0	0	0	0	0	3.32E-05	0	0	0	0	0	0	N/A	N/A	1.8102	0.001260019	4	3933	4552	4	235.0805	235.0805
Feces	0	0	1.39E-05	7.85E-05	7.65E-05	3.65E-05	0	0	0	2.98E-05	0	7.52E-05	0.000113174	0.000105407	2.95E-05	0	0	0	1.59E-05	0	0	3.30E-05	4.78E-05	8.98E-05	3.84E-06	N/A	N/A	6.4213	0.003099819	25	3934	13	25	417.3345	417.3345
"Feces,Food"	3.27E-06	0	0	1.91E-05	1.75E-05	7.27E-05	1.58E-05	0	0	1.70E-05	1.31E-06	0	0	1.10E-05	9.12E-06	4.29E-05	1.54E-05	5.91E-06	2.81E-05	0	0	0	0	2.79E-05	2.44E-05	N/A	N/A	7.2702	0.001819761	27	3935	2391	27	312.2521	312.2521
Feces	0	0	0	0	0	7.84E-05	0	0	0	1.75E-05	0	0	0	0.000159829	1.92E-05	0	9.79E-06	0	2.27E-05	0	0	0	0	0	0	N/A	N/A	6.7838	0.001821522	9	3936	-1	9	249.2203	249.2203
"Feces,Blank,Food"	8.95E-05	0.000229033	0.000158372	8.96E-05	9.71E-05	4.39E-05	0.000108967	0	0	3.58E-05	0.000705771	0	2.90E-05	1.46E-05	9.32E-06	2.84E-05	6.07E-06	0.000715146	5.50E-05	0.000699918	0	0	4.06E-05	4.84E-05	9.15E-06	Spectral_Match_to_His-Val_from_NIST14	0.916674	0.6828	0.029130531	79	3937	21	79	255.1446	255.1446
Feces	0	0	0	0	0	0.000138981	0	0	0	1.34E-05	0	0	0	0	0	0	0	0	3.66E-05	0	0	0	0	0	0	N/A	N/A	1.5643	0.001389808	4	3938	-1	4	437.0726	437.0726
Feces	3.22E-06	0	0	1.81E-05	1.34E-05	4.53E-05	0	0	0	1.98E-05	0	0.000109515	0	6.42E-05	7.71E-06	0	5.40E-05	0	3.25E-05	0	6.71E-05	0	0	4.38E-05	0	N/A	N/A	3.5069	0.002057807	22	3939	3951	22	266.1375	266.1375
Feces	0	0	0	0	0	7.17E-05	0	0	0	6.89E-06	0	0	0	0	0	0	0	0	1.89E-05	0	0	0	0	0	0	N/A	N/A	6.4894	0.000716511	5	3940	4822	5	411.2487	411.2487
Feces	0	0	0	0	0	9.79E-06	0	0	0	1.48E-05	0	2.22E-05	0	0	2.74E-05	0	0	0	4.33E-06	0	0	0	9.88E-06	0	8.25E-05	N/A	N/A	9.0618	0.001534403	14	3941	-1	14	647.219	647.219
Feces	0	0	0	0.000128402	0.000121603	2.80E-05	0	0	0	2.97E-05	0	4.13E-05	3.19E-05	7.12E-05	1.35E-05	0	4.24E-05	0	1.96E-05	0	0	0	4.31E-05	0.000165799	0	N/A	N/A	6.1925	0.003087069	33	3942	42	33	319.2405	319.2405
"Feces,Blank"	6.83E-05	0.000334046	1.36E-05	3.59E-05	4.05E-05	0.000125197	6.85E-05	0.00010191	0.000218341	9.84E-05	0	0.000154801	3.19E-05	6.14E-05	0.000111685	0.000186815	9.38E-05	0	0.000100293	0	0.000124926	0.000156043	3.77E-05	1.06E-05	6.99E-05	N/A	N/A	4.29	0.011684048	94	3943	4275	94	339.1766	339.1766
Feces	3.89E-05	0	0	0.000113453	0.000118222	7.03E-05	1.47E-05	0	0	3.28E-05	0	0	3.08E-05	2.08E-05	1.54E-05	0	1.02E-05	0	3.05E-05	0	0	1.66E-05	2.49E-05	8.72E-05	1.72E-05	N/A	N/A	4.1178	0.003406276	32	3944	2223	32	335.1586	335.1586
"Feces,Food"	9.61E-06	0	0	2.45E-06	0	5.13E-05	0	0	0	2.05E-05	9.58E-08	2.66E-05	9.77E-05	2.34E-05	2.64E-05	0	1.49E-05	4.31E-07	2.05E-05	0	0	0	7.17E-05	1.59E-05	4.53E-05	N/A	N/A	2.8829	0.002136674	26	3945	715	26	212.0912	212.0912
Feces	8.74E-06	0	2.70E-05	2.00E-05	2.07E-05	4.14E-05	2.58E-05	0	3.63E-05	2.02E-05	0	0	0	1.49E-05	8.99E-06	3.83E-05	7.93E-05	0	3.67E-05	0	0	0	0	1.64E-05	4.37E-06	N/A	N/A	7.7279	0.002103132	30	3946	4295	30	380.2079	380.2079
Feces	5.33E-06	0	0	0.000233224	0.00026594	0	4.29E-05	0	0	5.25E-05	0	0	4.46E-05	1.09E-05	7.94E-06	0.000761434	1.50E-05	0	5.21E-05	0	1.83E-05	2.21E-05	0	5.33E-05	0	N/A	N/A	7.6936	0.005464386	25	3947	1028	25	399.3241	399.3241
Feces	0	0	0	0	0	3.22E-05	0	0	0	3.10E-06	0	0	0	0	0	0	0	0	8.47E-06	0	0	0	0	0	0	N/A	N/A	2.8276	0.000322011	3	3948	-1	3	765.2873	383.1436
Feces	0	0	0	0	0	2.83E-05	0	0	0	2.72E-06	0	0	0	0	0	0	0	0	7.45E-06	0	0	0	0	0	0	N/A	N/A	3.528	0.000283099	3	3949	-1	3	898.3689	449.6844
"Feces,Blank,Food"	0	3.37E-06	0	0.000204249	0.000199645	3.95E-05	0	0	0	4.03E-05	7.81E-06	3.30E-05	4.42E-05	7.02E-05	1.56E-05	0	3.25E-05	5.54E-06	1.98E-05	8.26E-06	0	0	6.31E-05	0.000229569	0	N/A	N/A	5.892	0.00447133	55	3950	1145	55	337.2515	337.2515
Feces	0	0	0	0.000110412	0.000110786	2.37E-05	7.55E-06	0	0	2.57E-05	0	2.53E-05	7.23E-05	2.89E-05	1.58E-05	3.88E-05	0	0	1.17E-05	0	0	3.42E-05	2.00E-05	0.000108359	0	N/A	N/A	6.975	0.002668974	21	3951	3001	21	399.3241	399.3241
Feces	0	0	0	0	0	0.00013957	0	0	0	1.34E-05	0	0	0	0	0	0	0	0	3.67E-05	0	0	0	0	0	0	N/A	N/A	1.807	0.001395702	4	3952	414	4	381.0466	381.0466
Feces	0	0	0	0	0	2.72E-05	0	0	0	2.62E-06	0	0	0	0	0	0	0	0	7.17E-06	0	0	0	0	0	0	N/A	N/A	2.7495	0.000272421	3	3953	5315	3	645.1415	645.1415
Feces	0	0	0	1.80E-05	1.18E-05	3.54E-05	0	0	0	1.06E-05	0	0	0	0	5.94E-06	0	2.76E-05	0	1.51E-05	0	0	9.50E-06	1.65E-05	5.22E-05	5.70E-06	N/A	N/A	4.1652	0.001106363	17	3954	5599	17	293.1845	293.1845
Feces	0	0	0	0	0	3.44E-05	0	0	0	6.97E-06	0	0	0	6.36E-05	7.63E-06	0	0	0	9.05E-06	0	0	0	0	0	0	N/A	N/A	7.8102	0.000725216	5	3955	-1	5	351.2492	351.2492
Feces	0	0	0	3.04E-05	3.59E-05	4.69E-05	0	0	0	1.33E-05	0	2.39E-05	0	2.28E-05	6.22E-06	0	1.75E-05	0	1.79E-05	0	0	1.34E-05	0	0	0	N/A	N/A	4.4332	0.001386847	13	3956	365	13	267.1202	267.1202
Feces	0	0	0	0	0	2.50E-05	0	0	0	1.58E-05	0	0	0.000333543	0	2.79E-05	0	0	0	6.57E-06	0	0	1.09E-05	0.000183473	0	0	N/A	N/A	6.9636	0.001642716	10	3957	-1	10	447.3089	447.3089
Feces	1.63E-05	0	0	8.49E-06	1.00E-05	0.000126298	0	0	0	2.09E-05	0	0	0	2.21E-05	2.66E-06	0	6.94E-05	0	5.09E-05	0	0	0	0	0	0	N/A	N/A	4.9658	0.002175618	20	3958	5051	20	236.1611	236.1611
Feces	4.70E-05	0	0	1.71E-06	2.02E-06	0.000143233	1.28E-05	0	0	4.79E-05	0	0.000187202	0	0.000120512	1.45E-05	0	0.000228573	0	0.000111603	0	0	0	0	0	0	N/A	N/A	1.3818	0.004986172	24	3959	715	24	212.0522	212.0522
Feces	0	0	0	0	0	0.001405924	0	0	0	0.000217523	0	0	0	0.001372741	0.000164729	0	4.08E-05	0	0.000378576	0	0	0	0	0	0	N/A	N/A	4.4151	0.022622345	10	3960	2383	10	375.1762	375.1762
Feces	1.73E-05	0	0	0.000186233	0.000181296	0.000122352	2.22E-05	0	0	6.26E-05	0	0	0	4.43E-05	4.90E-05	0	1.70E-05	0	4.30E-05	0	0	7.99E-05	3.08E-05	0.000213381	6.21E-05	N/A	N/A	3.928	0.006508984	46	3961	5832	46	210.1118	210.1118
Feces	0	0	0.000285673	0	0	5.32E-05	3.96E-06	0	0	1.47E-05	0	2.22E-05	0	2.26E-05	2.72E-06	4.90E-05	4.82E-05	0	3.67E-05	0	0	0	0	0	0	N/A	N/A	2.6131	0.001531284	15	3962	746	15	271.0805	271.0805
Feces	0.000200065	0	3.10E-05	0.00027031	0.000286134	8.63E-05	0.000110088	0	0	9.35E-05	0	2.02E-05	7.70E-05	5.26E-05	4.98E-05	4.50E-05	6.30E-05	0	9.79E-05	0	0	3.14E-05	5.49E-05	0.000183279	8.85E-05	N/A	N/A	3.3964	0.009726331	72	3963	1437	72	323.1589	323.1589
Feces	0	0	0	9.76E-05	0.000109253	1.26E-05	0	0	0	8.14E-05	0	0	0.001145922	1.18E-05	0.000134083	0	0	0	3.32E-06	0	0.000122901	0.000102395	0.000806858	3.37E-05	7.61E-06	N/A	N/A	6.5778	0.008468046	29	3964	-1	29	431.3139	431.3139
"Feces,Blank,Food"	1.00E-05	5.66E-06	2.19E-05	2.26E-05	2.41E-05	5.50E-05	7.35E-05	0	0	2.16E-05	2.45E-05	0	0	1.56E-05	1.87E-06	0	8.72E-05	6.72E-06	4.88E-05	3.05E-05	0	0	0	1.48E-05	0	N/A	N/A	0.6113	0.003125072	67	3965	4708	67	178.0086	178.0086
Feces	0	0	0	2.54E-05	1.73E-05	6.82E-05	0	0	0	2.30E-05	0	0	0	5.44E-05	2.22E-05	0	3.33E-05	0	2.50E-05	0	0	1.11E-05	2.11E-05	7.03E-05	3.35E-05	N/A	N/A	3.0041	0.002390988	33	3966	3229	33	182.0808	182.0808
Feces	1.11E-05	0	0	0	0	0	0	0	0	3.53E-05	0	0	0	0	1.02E-05	0.000103288	1.89E-05	0	1.15E-05	0	0.000908052	7.70E-06	6.64E-05	0	4.97E-06	N/A	N/A	8.3845	0.003670995	15	3967	-1	15	439.3552	439.3552
"Feces,Food"	5.67E-05	0	0.000206965	4.98E-06	5.88E-06	1.52E-05	7.72E-05	0	0	2.26E-05	1.17E-05	0	0	6.33E-06	5.96E-06	0.00023651	1.22E-05	2.66E-06	4.91E-05	1.54E-05	4.02E-05	0	0	0	1.62E-05	N/A	N/A	0.6528	0.002772294	31	3968	224	31	224.1125	224.1125
"Feces,Blank,Food"	0.000173422	0.000128648	5.94E-05	1.53E-06	1.81E-06	1.52E-05	7.06E-05	0	0	2.21E-05	0.000287173	0	0	1.08E-05	5.81E-06	3.39E-05	0	0.000170356	5.23E-05	0.000313044	0	0	0	0	1.41E-05	N/A	N/A	0.6899	0.012636268	56	3969	-1	56	364.1346	364.1346
Feces	0	0	0	0.000126269	5.40E-05	0.000191725	0	0	0	8.28E-05	0	7.27E-05	0	6.81E-05	1.30E-05	0	0.000523066	0	0.000166311	0	0	1.87E-05	0	0.000523876	0	N/A	N/A	4.0046	0.008612672	25	3970	-1	25	314.1585	314.1585
Feces	0	0	0	0	0	1.50E-05	0	0	0	9.55E-06	0	3.62E-05	0	9.28E-05	1.47E-05	0	0	0	6.81E-06	0	0	0	0	0	1.11E-05	N/A	N/A	3.8622	0.000993569	10	3971	-1	10	289.1058	289.1058
"Feces,Food"	0	0	0	7.05E-05	6.86E-05	7.98E-06	0	0	0	1.70E-05	7.33E-06	3.22E-05	0	5.24E-05	9.84E-06	0	2.25E-05	0	9.38E-06	1.02E-05	0	0	3.56E-05	8.06E-05	0	N/A	N/A	6.1505	0.00202878	30	3972	22	30	215.1787	215.1787
Feces	0	0	0	0	0	9.67E-05	0	0	0	1.91E-05	0	3.16E-05	0	8.24E-05	1.84E-05	0	0	0	2.79E-05	0	0	0	8.51E-05	0	0	N/A	N/A	1.7805	0.001981431	9	3973	438	9	202.1433	202.1433
"Feces,Food"	0	0	0	0	0	5.18E-05	0	0	0	5.29E-06	2.18E-07	0	0	5.38E-06	6.45E-07	0	0	9.82E-07	1.36E-05	0	0	0	0	0	0	N/A	N/A	2.6127	0.000558386	7	3974	-1	7	445.2175	445.2175
Feces	0	0	6.49E-05	0	0	0.000118945	0	0	0	1.77E-05	0	7.12E-05	0	0	0	0	4.67E-05	0	4.85E-05	0	0	0	0	0	0	N/A	N/A	4.8859	0.001841556	10	3975	2832	10	283.1164	283.1164
Feces	0	0	0	2.57E-05	2.74E-05	2.08E-05	0	0	0	2.40E-05	0	0	0.000109064	2.80E-05	2.96E-05	0	1.69E-05	0	9.03E-06	0	0.000111967	2.58E-05	0.000155832	1.63E-05	5.63E-06	N/A	N/A	6.6892	0.002494433	27	3976	-1	27	431.3138	431.3138
"Feces,Blank,Food"	2.52E-05	0.00022626	7.81E-05	2.37E-05	2.51E-05	7.74E-05	6.13E-05	0	0	2.04E-05	0.000826465	0	0	1.74E-05	2.98E-06	4.69E-05	1.42E-05	0.001008853	4.38E-05	0.000777355	0	0	8.94E-06	1.63E-05	0	N/A	N/A	2.4011	0.031874854	67	3977	2465	67	290.1707	290.1707
Feces	0	0	0	0	0	0.000177986	0	0	0	7.63E-05	0	0	7.38E-05	8.17E-05	9.48E-05	0	3.62E-05	0	5.45E-05	0	0.000374797	0.000120163	1.90E-05	0	0.000157476	N/A	N/A	2.3585	0.007934799	43	3978	-1	43	214.1069	214.1069
Feces	0	0	0	0	0	0.000110011	0	0	0	1.43E-05	0	1.96E-05	0	3.30E-05	3.96E-06	3.15E-05	8.27E-06	0	3.39E-05	0	0	0	0	0	0	N/A	N/A	4.9811	0.001486082	12	3979	-1	12	377.1939	377.1939
Feces	0	0	0	0	0	3.06E-05	0	0	0	3.36E-06	0	0	0	7.29E-06	8.75E-07	0	0	0	8.04E-06	0	0	0	0	0	0	N/A	N/A	5.6283	0.000349357	6	3980	-1	6	392.1723	392.1723
"Feces,Blank,Food"	0	0.00013023	0	0.000238843	0.00023208	3.24E-05	5.59E-05	0	0	4.48E-05	0.000276182	0	0	2.00E-05	5.28E-06	0	7.19E-05	0.000132133	3.39E-05	0.000309192	0	0	2.88E-05	0.000276043	0	Spectral_Match_to_5.alpha.-Androsterone_from_NIST14	0.898654	6.6506	0.014601629	68	3981	22	68	161.1321	161.1321
"Feces,Food"	0	0	0	0	0	7.66E-05	0	0	0	1.12E-05	8.29E-06	0	0	3.03E-05	3.63E-06	0	0	3.10E-05	2.01E-05	1.93E-06	7.32E-05	0	0	0	0	N/A	N/A	2.8406	0.001465422	23	3982	-1	23	279.1334	279.1334
Feces	0	0	0	0.00015355	0.000107514	0.000120978	3.86E-06	0	0	4.84E-05	0	0	0	1.56E-05	5.85E-06	0	0.000188741	0	7.23E-05	0	0	1.53E-05	0	0.000406748	0	N/A	N/A	3.9403	0.005035441	25	3983	3732	25	212.1273	212.1273
"Feces,Food"	0	0	2.13E-05	1.14E-05	1.05E-05	7.59E-05	0	0	0	2.53E-05	4.21E-07	1.51E-05	0	0.000188697	2.26E-05	0	6.51E-05	0	3.54E-05	5.83E-07	0	0	0	1.60E-05	0	Spectral_Match_to_Amantadine_from_NIST14	0.983243	6.2135	0.002641687	17	3984	22	17	135.1163	135.1163
Feces	0	0	0	0	0	3.18E-05	0	0	0	3.92E-06	0	0	0	0	0	0	1.12E-05	0	1.07E-05	0	0	0	0	0	0	N/A	N/A	4.9716	0.000407229	5	3985	-1	5	382.1884	382.1884
Feces	0	0	0	1.37E-06	0	1.47E-05	0	0	0	5.47E-06	0	0	0	5.43E-05	6.51E-06	0	9.80E-06	0	5.93E-06	0	0	0	0	8.94E-06	0	N/A	N/A	3.5885	0.000568944	7	3986	3034	7	411.211	411.211
Feces	0	0	0	2.32E-05	2.74E-05	0.000150601	0	0	0	0.000121418	0	0.002535406	0	7.30E-05	1.27E-05	0	0.00032236	0	0.000307661	0	0	0	0	0	1.23E-05	N/A	N/A	1.5935	0.0126275	13	3987	1218	13	216.0861	216.0861
"Feces,Blank,Food"	6.81E-05	0.000175927	0.000142646	7.47E-05	7.39E-05	0.000116585	9.45E-05	0	0	4.32E-05	0.000786309	0	0	4.05E-05	1.16E-05	9.26E-05	3.82E-05	0.00103042	7.73E-05	0.000727701	0	4.82E-06	1.38E-05	7.92E-05	1.28E-05	N/A	N/A	2.3809	0.032794852	84	3988	204	84	243.1338	243.1338
"Feces,Food"	1.69E-05	0	0	9.23E-06	1.09E-05	6.69E-05	6.61E-06	0	0	2.15E-05	2.28E-06	2.83E-05	0	8.01E-05	1.80E-05	3.12E-05	2.90E-05	0	3.19E-05	3.16E-06	0	6.55E-06	0	0	2.09E-05	N/A	N/A	5.2519	0.002314674	30	3989	-1	30	409.2183	409.2183
Feces	2.43E-05	0	2.59E-05	5.25E-06	3.59E-06	0.000188255	5.40E-05	0	2.89E-05	2.93E-05	0	0	0	1.90E-05	8.39E-06	5.12E-05	0	0	6.74E-05	0	0	0	0	1.44E-05	4.64E-06	N/A	N/A	8.5096	0.003047281	19	3990	-1	19	333.239	333.239
"Feces,Blank,Food"	6.12E-06	7.35E-06	0	0	0	2.08E-05	5.47E-06	0	0	3.27E-06	1.96E-05	0	0	0	0	0	6.33E-06	8.72E-06	8.94E-06	2.26E-05	0	0	0	0	0	N/A	N/A	3.0425	0.001045816	42	3991	-1	42	256.1654	256.1654
"Feces,Blank,Food"	3.30E-05	4.95E-05	9.31E-05	7.34E-05	7.32E-05	7.84E-05	7.61E-05	0	0	4.12E-05	0.001056581	0	0	4.31E-05	6.01E-06	7.08E-05	0.0001556	0.003025695	7.97E-05	0.000519605	0	0	8.34E-06	7.41E-05	0	N/A	N/A	3.3691	0.042318579	70	3992	672	70	344.2536	344.2536
Feces	0	0	0	1.44E-06	0	4.93E-05	0	0	0	1.08E-05	0	0	0	0	0	0	7.63E-05	0	2.90E-05	0	0	0	0	9.35E-06	0	N/A	N/A	3.5676	0.001121915	12	3993	-1	12	226.1069	226.1069
Feces	0	0	0	0	0	2.96E-05	0	0	0	3.78E-06	0	0	0	1.62E-05	1.94E-06	0	0	0	7.78E-06	0	0	0	0	0	0	N/A	N/A	3.5141	0.000392821	6	3994	-1	6	250.0701	250.0701
Feces	0	0	0	2.79E-06	3.30E-06	1.97E-05	0	0	0	2.24E-06	0	0	0	0	0	0	0	0	5.18E-06	0	0	0	0	0	0	N/A	N/A	5.2621	0.000233225	3	3995	4130	3	432.3453	432.3453
Feces	5.52E-06	0	0	0	0	3.70E-05	1.34E-05	0	0	1.08E-05	0	0.000119791	0	4.31E-05	5.17E-06	0	0	0	2.27E-05	0	0	0	0	0	0	N/A	N/A	2.2741	0.001120359	10	3996	516	10	278.1227	278.1227
"Feces,Food"	0	0	0	2.14E-06	2.53E-06	3.54E-05	0	0	0	6.42E-06	1.43E-05	0	0	1.00E-05	3.33E-06	6.00E-05	0	6.96E-07	1.25E-05	1.96E-05	0	0	0	0	6.63E-06	N/A	N/A	5.6125	0.001182856	16	3997	4984	16	291.1946	291.1946
Feces	0	0	0	0	0	2.67E-05	0	0.000159644	0	3.55E-05	0	0	0	0.000141428	6.00E-05	0	5.32E-05	0	1.82E-05	0	0	2.74E-05	1.64E-05	0	9.71E-05	N/A	N/A	4.3178	0.003693067	31	3998	703	31	399.2701	399.2701
"Feces,Food"	0	0	0	0	0	1.15E-05	0	0	0	4.20E-06	9.36E-07	0.000107398	0	0	0	0	0	0	1.15E-05	1.30E-06	0	0	0	0	0	N/A	N/A	3.1026	0.000470773	4	3999	4792	4	340.2586	340.2586
Feces	1.82E-05	0	1.43E-05	8.79E-05	8.06E-05	0	6.14E-06	0	0	1.54E-05	0	0	0	5.29E-06	6.35E-07	0	5.86E-06	0	6.09E-06	0	6.37E-05	0	0	0.000128111	0	N/A	N/A	8.0203	0.001596602	20	4000	-1	20	501.3531	501.3531
"Feces,Food"	6.27E-05	0	2.11E-05	3.31E-05	3.60E-05	0.000100187	3.13E-05	0	1.36E-05	3.31E-05	2.08E-05	6.45E-05	8.86E-05	1.99E-05	1.24E-05	0.000178373	5.23E-06	4.83E-05	5.98E-05	1.40E-05	4.05E-05	0	3.29E-05	1.68E-05	8.67E-06	N/A	N/A	0.7231	0.004195634	53	4001	1994	53	269.0875	269.0875
Feces	0	0	0	7.29E-05	7.17E-05	1.65E-05	1.97E-05	0	0	1.94E-05	0	2.47E-05	0	1.78E-05	3.90E-06	0	6.19E-05	0	2.30E-05	0	0	0	1.76E-05	7.94E-05	0	N/A	N/A	6.0372	0.002015096	27	4002	-1	27	477.284	239.142
Feces	3.58E-06	0	0	0	0	0	4.53E-06	0	0	1.16E-05	0	0	0	0	3.36E-06	0	3.54E-06	0	2.24E-06	0	0.000316874	0	3.36E-05	0	0	N/A	N/A	7.5179	0.00120355	9	4003	3914	9	379.2824	379.2824
"Feces,Blank,Food"	3.79E-05	7.35E-06	5.50E-05	4.31E-05	3.63E-05	6.79E-05	8.70E-05	0	0	2.65E-05	7.69E-05	0	0	3.23E-05	3.88E-06	5.35E-05	3.62E-05	0.000178437	5.28E-05	4.98E-05	0	0	0	8.03E-05	0	N/A	N/A	2.9065	0.005528693	68	4004	-1	68	345.2126	345.2126
"Feces,Food"	0.000103821	0	0	0.000382141	0.00034034	1.99E-05	0.001012276	0	0	0.000141758	3.42E-07	0	5.40E-05	0	4.54E-06	0	3.48E-05	1.54E-06	0.000218156	0	0.000419313	0	3.46E-05	0.000612045	0	taurodeoxycholic_acid	0.884979	5.2523	0.014755125	34	4005	374	34	500.3021	500.3021
Feces	0	0	0	0	0	0	0	0	0	1.50E-06	0	5.20E-05	0	0	0	0	0	0	4.11E-06	0	0	0	0	0	0	N/A	N/A	6.5533	0.000156105	2	4006	3130	2	484.239	484.239
Feces	0	0	0	0	0	4.53E-05	0	0	0	1.33E-05	0	3.04E-05	0	0.000139456	1.67E-05	0	0	0	1.43E-05	0	0	0	0	0	0	N/A	N/A	3.4095	0.001380798	9	4007	-1	9	174.1021	174.1021
Feces	0	0	0	1.42E-06	0	2.33E-05	0	0.000106811	0	4.52E-05	0	0	0.000176663	6.46E-06	8.47E-05	0	2.60E-05	0	1.16E-05	0	0	0	0.000183004	9.24E-06	0.000187392	N/A	N/A	2.8728	0.004695677	28	4008	516	28	244.1173	244.1173
"Feces,Food"	0	0	0	7.06E-06	5.13E-06	0.000245329	9.13E-06	0	0.00028982	7.98E-05	2.12E-05	0.000563234	2.91E-05	4.04E-05	7.70E-05	0	1.84E-05	2.03E-05	0.000114591	2.31E-05	0	6.75E-05	0	1.77E-05	2.41E-05	Spectral_Match_to_1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine_from_NIST14	0.963708	6.9322	0.009060415	61	4009	524	61	476.2734	476.2734
Feces	0	0	0	0	0	2.04E-05	0	0	0	1.19E-05	0	0	0	0.000171613	2.06E-05	0	0	0	5.37E-06	0	0	0	0	0	0	N/A	N/A	2.4397	0.001233573	3	4010	6449	3	274.2004	274.2004
"Feces,Food"	3.89E-06	0	0	1.74E-06	2.06E-06	0.000130861	0	0.000528276	0.000564973	0.000242987	2.02E-06	6.40E-05	0.000328182	0.000654444	0.000457585	0	4.80E-05	0	5.03E-05	2.79E-06	0.000152333	0.000317421	0.000146479	0	0.000544844	N/A	N/A	3.9091	0.025343257	72	4011	-1	72	383.2025	383.2025
"Feces,Blank,Food"	0	0.003947266	0	4.15E-06	2.60E-06	6.49E-05	0	0	0	2.11E-05	0.000117716	5.25E-05	0	1.24E-05	1.53E-05	0	7.11E-05	5.25E-05	3.62E-05	0.000139085	0	9.24E-06	0	1.27E-05	3.56E-05	N/A	N/A	5.7892	0.023401497	59	4012	-1	59	125.9861	125.9861
"Feces,Blank,Food"	1.02E-05	1.52E-05	2.12E-05	2.13E-05	2.25E-05	2.99E-05	6.80E-05	0	0	1.72E-05	5.34E-05	0	0	1.70E-05	2.04E-06	0	6.79E-05	1.48E-05	3.71E-05	6.56E-05	0	0	0	1.49E-05	0	N/A	N/A	0.607	0.003711193	66	4013	-1	66	199.9905	199.9905
Feces	0	0	0	9.61E-06	5.81E-06	3.88E-05	2.98E-06	0	0	2.62E-05	0	0	0.000113922	0.000183346	3.59E-05	2.69E-05	0	0	1.22E-05	0	0.000114205	1.22E-05	7.29E-05	3.05E-05	3.53E-06	N/A	N/A	6.7962	0.002722848	24	4014	-1	24	457.3285	457.3285
"Feces,Food"	5.14E-05	0	0	0	0	4.39E-05	4.61E-05	0	0	1.08E-05	4.41E-06	0	0	0	0	0	0	1.89E-05	2.95E-05	2.85E-07	0	0	0	0	0	N/A	N/A	2.6653	0.00128068	17	4015	2625	17	228.134	228.134
Feces	0	0	0	5.33E-05	4.32E-05	0	0	0	0	1.32E-05	0	3.02E-05	5.20E-05	5.01E-05	1.18E-05	0	0	0	2.38E-06	0	0	1.52E-05	7.93E-06	0.000108444	0	N/A	N/A	6.4049	0.0013722	13	4016	-1	13	457.3279	457.3279
"Feces,Food"	0	0	0	7.17E-07	8.47E-07	1.15E-05	0	0	0	1.51E-06	1.70E-06	0	0	5.56E-06	6.68E-07	0	0	0	3.02E-06	2.35E-06	0	0	0	0	0	N/A	N/A	5.3591	0.000218604	6	4017	485	6	263.1633	263.1633
"Feces,Food"	0	0	1.59E-05	1.97E-05	2.06E-05	4.99E-05	0	0	0	1.99E-05	7.66E-07	0	0	0.000148185	1.78E-05	0	5.06E-05	2.11E-06	2.42E-05	4.11E-07	0	0	0	1.46E-05	0	N/A	N/A	6.2185	0.002093146	19	4018	22	19	149.132	149.132
Feces	0	0	0	0	0	5.44E-05	0	0	0	4.60E-05	0	0	0	0.000707381	8.49E-05	0	0	0	1.43E-05	0	0	0	0	0	0	N/A	N/A	2.5588	0.00478839	5	4019	-1	5	274.2004	274.2004
