row ID	row m/z	row retention time	2019-01-14-inj-42.mzML Peak area	2019-02-10-inj-221.mzML Peak area	2019-01-17-inj-94.mzML Peak area	2019-01-28-inj-207.mzML Peak area	2019-01-15-inj-58.mzML Peak area	2019-02-13-inj-235.mzML Peak area	2019-01-21-inj-162.mzML Peak area	2019-01-21-inj-135.mzML Peak area	2019-01-28-inj-213.mzML Peak area	2019-01-16-inj-83.mzML Peak area	2019-01-14-inj-31.mzML Peak area	2019-01-21-inj-120.mzML Peak area	2019-01-28-inj-206.mzML Peak area	2019-01-21-inj-124.mzML Peak area	2019-01-21-inj-146.mzML Peak area	2019-01-15-inj-70.mzML Peak area	2019-02-13-inj-236.mzML Peak area	2019-01-17-inj-104.mzML Peak area	2019-01-13-inj-5.mzML Peak area	2019-02-10-inj-222.mzML Peak area	2019-01-23-inj-198.mzML Peak area	2019-01-13-inj-4.mzML Peak area	2019-02-10-inj-223.mzML Peak area	2019-01-23-inj-185.mzML Peak area	2019-02-10-inj-227.mzML Peak area	2019-01-23-inj-181.mzML Peak area	2019-02-13-inj-237.mzML Peak area	2019-01-15-inj-75.mzML Peak area	2019-01-13-inj-12.mzML Peak area	2019-01-21-inj-145.mzML Peak area	2019-01-13-inj-23.mzML Peak area	2019-01-13-inj-7.mzML Peak area	2019-01-14-inj-38.mzML Peak area	2019-01-23-inj-170.mzML Peak area	2019-01-13-inj-27.mzML Peak area	2019-01-17-inj-111.mzML Peak area	2019-01-15-inj-71.mzML Peak area	2019-01-13-inj-16.mzML Peak area	2019-01-17-inj-109.mzML Peak area	2019-01-15-inj-69.mzML Peak area	2019-01-28-inj-211.mzML Peak area	2019-01-15-inj-65.mzML Peak area	2019-01-17-inj-105.mzML Peak area	2019-01-28-inj-209.mzML Peak area	2019-01-21-inj-137.mzML Peak area	2019-01-15-inj-61.mzML Peak area	2019-01-14-inj-34.mzML Peak area	2019-01-21-inj-133.mzML Peak area	2019-01-15-inj-79.mzML Peak area	2019-01-16-inj-86.mzML Peak area	2019-01-28-inj-210.mzML Peak area	2019-01-15-inj-64.mzML Peak area	2019-01-21-inj-136.mzML Peak area	2019-01-14-inj-53.mzML Peak area	2019-01-17-inj-100.mzML Peak area	2019-01-14-inj-35.mzML Peak area	2019-01-15-inj-60.mzML Peak area	2019-01-21-inj-132.mzML Peak area	2019-01-15-inj-78.mzML Peak area	2019-01-16-inj-87.mzML Peak area	2019-01-15-inj-74.mzML Peak area	2019-01-21-inj-144.mzML Peak area	2019-01-17-inj-95.mzML Peak area	2019-01-13-inj-13.mzML Peak area	2019-01-13-inj-22.mzML Peak area	2019-01-13-inj-6.mzML Peak area	2019-01-17-inj-114.mzML Peak area	2019-01-23-inj-171.mzML Peak area	2019-02-10-inj-226.mzML Peak area	2019-01-14-inj-43.mzML Peak area	2019-01-21-inj-126.mzML Peak area	2019-01-13-inj-26.mzML Peak area	2019-01-21-inj-140.mzML Peak area	2019-01-15-inj-59.mzML Peak area	2019-01-14-inj-47.mzML Peak area	2019-01-17-inj-108.mzML Peak area	2019-01-15-inj-68.mzML Peak area	2019-01-15-inj-66.mzML Peak area	2019-01-28-inj-212.mzML Peak area	2019-01-17-inj-106.mzML Peak area	2019-01-14-inj-49.mzML Peak area	2019-01-13-inj-19.mzML Peak area	2019-01-14-inj-51.mzML Peak area	2019-01-21-inj-134.mzML Peak area	2019-01-17-inj-102.mzML Peak area	2019-01-21-inj-128.mzML Peak area	2019-01-15-inj-62.mzML Peak area	2019-01-14-inj-37.mzML Peak area	2019-01-21-inj-130.mzML Peak area	2019-01-13-inj-8.mzML Peak area	2019-01-16-inj-85.mzML Peak area	2019-01-13-inj-11.mzML Peak area	2019-02-13-inj-238.mzML Peak area	2019-01-15-inj-76.mzML Peak area	2019-01-13-inj-20.mzML Peak area	2019-01-14-inj-41.mzML Peak area	2019-01-17-inj-112.mzML Peak area	2019-01-13-inj-24.mzML Peak area	2019-01-21-inj-138.mzML Peak area	2019-01-13-inj-15.mzML Peak area	2019-01-21-inj-142.mzML Peak area	2019-01-15-inj-72.mzML Peak area	2019-01-14-inj-45.mzML Peak area	2019-01-16-inj-88.mzML Peak area	2019-01-13-inj-10.mzML Peak area	2019-01-15-inj-77.mzML Peak area	2019-01-13-inj-21.mzML Peak area	2019-02-10-inj-225.mzML Peak area	2019-01-21-inj-125.mzML Peak area	2019-01-21-inj-139.mzML Peak area	2019-01-13-inj-25.mzML Peak area	2019-01-21-inj-143.mzML Peak area	2019-01-13-inj-14.mzML Peak area	2019-01-15-inj-73.mzML Peak area	2019-01-14-inj-44.mzML Peak area	2019-01-14-inj-32.mzML Peak area	2019-01-15-inj-67.mzML Peak area	2019-01-17-inj-107.mzML Peak area	2019-01-14-inj-48.mzML Peak area	2019-01-13-inj-18.mzML Peak area	2019-01-21-inj-129.mzML Peak area	2019-01-17-inj-103.mzML Peak area	2019-01-14-inj-36.mzML Peak area	2019-01-15-inj-63.mzML Peak area	2019-01-14-inj-54.mzML Peak area	2019-01-13-inj-9.mzML Peak area	2019-01-21-inj-131.mzML Peak area	2019-01-16-inj-84.mzML Peak area	2019-01-21-inj-165.mzML Peak area	2019-01-23-inj-190.mzML Peak area	2019-01-21-inj-154.mzML Peak area	2019-01-23-inj-179.mzML Peak area	2019-01-23-inj-188.mzML Peak area	2019-01-23-inj-194.mzML Peak area	2019-01-21-inj-150.mzML Peak area	2019-01-21-inj-161.mzML Peak area	2019-01-23-inj-180.mzML Peak area	2019-01-21-inj-158.mzML Peak area	2019-01-23-inj-175.mzML Peak area	2019-01-21-inj-159.mzML Peak area	2019-01-23-inj-174.mzML Peak area	2019-01-21-inj-164.mzML Peak area	2019-01-21-inj-155.mzML Peak area	2019-01-23-inj-191.mzML Peak area	2019-01-23-inj-178.mzML Peak area	2019-01-23-inj-189.mzML Peak area	2019-01-21-inj-151.mzML Peak area	2019-01-23-inj-195.mzML Peak area	2019-01-21-inj-160.mzML Peak area	2019-01-23-inj-172.mzML Peak area	2019-01-23-inj-187.mzML Peak area	2019-01-23-inj-176.mzML Peak area	2019-01-23-inj-193.mzML Peak area	2019-01-21-inj-157.mzML Peak area	2019-01-23-inj-197.mzML Peak area	2019-01-21-inj-153.mzML Peak area	2019-01-21-inj-156.mzML Peak area	2019-01-23-inj-192.mzML Peak area	2019-01-21-inj-152.mzML Peak area	2019-01-23-inj-196.mzML Peak area	2019-01-21-inj-163.mzML Peak area	2019-01-23-inj-173.mzML Peak area	2019-01-23-inj-186.mzML Peak area	2019-01-23-inj-177.mzML Peak area	2019-01-14-inj-29.mzML Peak area	2019-01-28-inj-203.mzML Peak area	2019-01-23-inj-183.mzML Peak area	2019-02-10-inj-220.mzML Peak area	2019-01-13-inj-1.mzML Peak area	2019-02-13-inj-234.mzML Peak area	2019-01-21-inj-122.mzML Peak area	2019-01-21-inj-148.mzML Peak area	2019-01-15-inj-56.mzML Peak area	2019-01-16-inj-81.mzML Peak area
261	0	12.05	11036.56153	0	18912.52223	12692.00151	15404.27389	0	27197.96429	13243.5663	36475.48667	12883.08483	12136.14295	9233.212471	10893.10572	9036.97604	7321.649098	12022.95529	0	6448.262013	5419.545928	0	23358.03508	4509.394849	362.2617152	13038.6161	0	26055.5222	0	28387.04611	28900.9403	39310.85112	20490.58276	2186.466873	240.5740539	6322.386135	13017.42865	2501.808053	88822.22978	7275.836231	30207.82333	1892.221149	23500.45448	39623.647	2176.049765	688894.7307	11826.84476	27363.87273	42708.88314	31332.64536	31248.21008	37991.90911	14664.96861	1263.989265	12356.05986	117815.5572	10002.15859	10845.97636	49314.71005	12136.65428	35361.68781	94.88315849	2267.444373	47522.89139	7229.290173	165419.1881	8726.184095	9491.922168	22822.07081	41794.83398	0	9162.050804	72163.24571	30501.30132	17067.86964	41155.38448	3559.963857	64922.99256	24352.39021	81306.09576	110980.2545	7288.347652	13776.46864	1103.359814	457.915926	44866.4622	19029.58057	78121.1284	16.62836873	14962.03275	61388.92081	3465.305749	14438.86708	7931.109801	0	1550.422662	6608.299645	1034.45915	9157.632427	26993.78401	60419.58244	1195.587711	34433.85584	4153.992986	9509.931076	0	40205.27232	5370.568327	177.4591213	1115.155134	20187.69025	10772.82087	11425.09251	0	3567.492756	19447.16667	3825.618656	17423.60251	10615.25053	77462.81013	13020.13651	6837.345484	35700.50912	8295.247641	153.5029015	4048.665011	9983.650275	1434.858561	34924.55779	16595.14197	2264.253176	0	0	1034.572566	1014.881119	0	1082.613803	1102.260248	2180.161422	0	1455.281161	0	653.6628345	1008.338323	0	845.6016869	0	1555.018178	0	2583.733167	1090.118716	0	0	0	0	0	1047.598488	0	0	1602.634276	0	0	702.965893	628.4760345	0	0	1353.946885	249.8440351	0	0	171.031193	0	2878.207189	26.45442165	218.0610901	2074.232001
262	0	12.05	0	2210.20349	3964.905252	20027.65381	67.2261142	2465.300215	793.9152175	96.12711208	2124.404567	294.8117574	0	15524.34004	37883.56639	128.9210873	0	0	1635.995184	3219.947641	0	2084.051554	28773.73484	0	1246.119919	0	1883.792399	35818.20906	0	0	0	0	0	2246.158973	0	16378.45873	0	264.7764531	3453.195016	0	0	5440.512718	39157.21415	19107.22387	9999.392532	319077.2891	263.0725834	0	0	860.1414025	0	1798.84538	0	394.8713595	2724.546731	4104.4242	863.8870201	0	0	344.9333074	0	1880.561955	135.6916125	588.3953625	3874.353051	27793.53858	0	1690.21041	1272.234329	8446.068124	3660.696844	14519.36754	6215.33167	0	0	0	241.6427828	5583.137078	14981.38094	0	102598.8106	0	0	117.282684	3883.480958	843.955075	0	18244.20663	10.75237916	0	0	0	0	0	1934.751568	238.1237411	0	7.026215472	0	0	0	0	0	155.5156299	73.69035866	0	0	3456.448298	33.47063251	2987.543877	49570.93729	1056.790462	0	0	0	380.2314956	741.0971646	0	797.3284621	9301.553164	0	2207.648508	45775.64769	0	122.6643833	470.4140953	0	1339.786626	4181.056377	330.8181481	460.2317175	164278.2982	74.43705424	200.7099181	170.5566172	123075.1717	249.0282202	171.6981088	2345.97993	683.3097254	0	0	47.58939208	731.530921	0	263.4016793	461.1073886	865.6810925	0	890.3885085	0	0	0	0	258.8350082	494.0798089	94.71132995	108.43711	0	0	4323.256344	0	121.1987235	100.0189521	0	0	249.5851743	0	0	0	27.87984854	0	28.04746323	196.3631471	888.1735057	6356.990712
263	0	12.05	0	0	27577.49042	44.20857092	29.0489856	6014.038632	714.7877749	11.16690184	859.0593429	612.3265927	180.7749365	59.31280352	200.9263023	15796.12556	38868.04962	73.60187514	0	94286.9801	9248.166785	0	7.45805829	99.05817576	74.09893361	0	0	480.9155265	0	9350.896136	35.00352055	0	0	119.8818576	42.0096818	35070.33871	6130.025653	23276.52931	0	6788.517032	136.5229578	186.1795667	72.27372079	792.7020265	74.18014756	0	271.161578	22550.1353	0	121.3143876	0	12603.18805	23.92111529	12731.25019	635.5190546	0	604.39894	0	23.26125378	169.4646261	173.4207595	22251.62293	273.7912803	476.6275641	839.0922252	4527.27948	0	5249.175286	24405.07404	0	0	12289.09628	0	0	274.1133618	200.6707499	257.9060701	303.5908274	9017.410381	0	0	48.58749907	9321.102207	11188.3865	17.6004341	1131.518821	7.659490145	50891.24836	59.39369851	36464.78807	65151.47824	0	148.9720413	6.996613712	1872.674345	131.7541987	108.6682341	42.51796081	338.4334142	0	0	3712.511626	470.7834254	444.5728962	52.52774045	11959.06285	0	172.631429	0	7559.064229	370.3067595	39809.64386	106.8079803	91772.77932	2883.985488	30.2946581	133.4144791	60.98822433	728.2488035	0	0	4047.828352	56892.388	71954.6251	11803.35872	208.0953303	0	62.68980795	80.42058625	31341.14958	420.8653759	0	8838.688557	610.6791264	8492.206852	85.00392904	128.1750201	493.937624	906.2388287	567.4655817	563.7652869	0	644.0814357	547.7386987	512.0279051	741.253554	26715.98411	462.1934016	0	1229.075036	195.2068239	326.7927912	544.150099	567.4918222	530.4267717	40468.07434	519.9217958	29415.5729	19707.3602	856.2377097	161.8732355	25079.73941	660.0165613	725.7725674	19080.99339	33508.2631	13.66419683	8443.338989	26894.11884	0	12.26785713	0	589.7148941	417.7743709	6652.564901	176.5433906
264	0	12.05	0	0	0	116.5227795	0	0	0	0	0	70.93522212	0	0	0	0	0	0	0	0	0	0	0	0	0	2985.433496	0	0	0	0	0	0	0	0	3.862186	0	0	155.7532425	0	0	0	63.53554455	0	0	0	150021.4948	0	0	0	0	0	0	0	219.3291037	14985.90203	7760.613299	332.8780432	0	0	111.685856	0	254.2403084	15.0549046	0	0	26357.29436	0	0	0	6520.896532	0	0	5011.44423	0	0	0	47.20941324	1712.154154	5402.852676	0	2619.339365	0	64.25371583	12.69030615	1.80471	0	0	4490.931609	0	0	1010.716382	0	0	0	0	130.210292	0	0	0	0	0	0	0	23.37664447	0	0	0	0	0	1261.116479	0	0	0	4053.982236	0	0	0	0	70.23194474	0	0	0	7741.774683	0	14.04563089	0	0	0	0	0	224.1598066	103415.7692	1129.730394	1210.391576	1165.987456	59566.48702	3.21144102	1194.734425	1863.683353	1255.9122	510.133268	129004.8955	1225.788472	1412.711397	1351.342308	1223.363779	1112.329674	145638.8901	0	1181.324682	112120.5105	136261.9044	1448.106894	1204.175953	1183.019823	329.6772187	535.8205259	1595.13952	472.6049523	1507.132725	1425.706035	1360.240378	1146.622095	1644.219435	0	167726.404	0	0	845.2738647	0	20.63172907	0	572.7553487	650.4069565	281.9712337	0
265	0	12.23	7481.261743	0	21310.84485	4071.431668	6372.17012	286.83653	3636.644784	428.9446654	11984.98521	5861.168837	2986.448853	26722.66657	4328.304239	8353.162319	73113.65175	15156.84248	429.6654115	25346.01478	3360.890794	4.615255831	37891.38625	2245.122622	0	61942.77794	6.852998133	52396.08755	327.9950148	27.89919117	5227.910418	95552.72091	10.51231496	2090.454711	883.4086902	3664.374697	4318.774271	5684.625885	9912.301739	71.09723728	5343.777621	8855.746146	28.3962699	3786.058793	15344.86587	7025.7277	1473.214686	280.7316598	11941.03993	9239.836205	12481.23263	14.46545727	11167.0522	7829.468079	32965.23878	38111.85016	1834.302304	29220.42992	25646.79422	351.4940111	7591.781924	2344.125961	6632.907299	7925.429949	8700.976114	563.8689059	396.999735	9.573403614	4849.966609	2622.425243	349.4210025	2582.231332	110212.0531	6304.964735	5999.288867	825.0665774	7576.599658	49163.81137	64136.68864	8986.03524	18184.51164	2065.359299	8836.394992	706772.9804	1562.471296	7333.377547	2713.725432	27422.55914	6686.793517	8176.416888	23479.10661	493.1426086	3701.385731	3332.787676	1174.200412	3105.898751	1771.389701	8849.02574	2150.790983	7974.505547	29174.81962	5754.939436	31669.9942	7808.654597	2247.668584	3298.571588	12236.86019	50811.72359	5406.436832	2849.559417	6650.335331	15319.48385	1411.050541	5336.52757	945.231789	2111.386125	784.5979099	1764.027462	30663.80686	46262.70582	4670.407572	2208.755683	65779.45668	21208.07688	7353.260312	5478.49103	4265.633234	7131.023558	11638.88252	881.8836633	9583024.557	14039985.36	8560015.219	9600829.476	14123316.95	11751063	6642027.704	10159811.16	198833.7124	8275316.551	1888472.628	15818692.4	9001433.137	12469757.93	10129994.53	8273043.603	904958.2548	12859203.93	6578792.094	12086082.55	16984695.28	12435855.39	10317783.33	10814182.89	7327632.968	6463297.764	8331334.921	10361973.82	8934148.059	7104331.896	9471869.374	8907930.943	10403360.58	11677983.98	4343171.454	8257600.376	8147.784124	3.909898459	19586.27143	1.528641421	8.89979229	0	309.2688506	2536.978908	410.5475018	19370.96311
266	0	12.26	79043.62377	20682.23253	85791.06655	226490.3504	114550.425	22479.07605	1116.19199	32352.94019	182003.0954	181855.0907	112535.3422	73064.0276	273787.1028	159207.3721	31173.69606	70624.76319	19604.50004	86399.21709	64002.46558	23500.1388	150407.2748	86816.21469	19969.00703	177671.9915	6146.57943	33770.66473	20710.69248	121256.3271	53090.92885	32592.94758	54274.67608	98179.15091	21948.58782	41399.87965	63127.39028	33309.15707	78348.41708	32166.71729	121493.9746	210808.4559	586389.7315	215570.0488	78996.84775	12327691.7	40011.55749	97727.04407	40758.9737	310096.595	123180.1415	407805.0696	91609.89824	100446.9819	295496.8202	886013.7737	28900.91783	144673.6044	140787.8914	42449.92173	88414.50488	36231.67018	63584.69016	98780.50589	148644.1933	545469.7638	50898.45298	139276.3879	129459.0819	386494.8894	0	39258.03204	596284.8191	59447.45649	266309.7795	71598.34057	63471.59702	2483901.16	1450583.062	64677.18988	55045.2812	34789.95997	178904.9433	34603.74723	25209.90492	280009.8821	36372.89225	1942758.613	55311.27713	72439.72665	1207680.966	17711.69947	119254.2133	133407.1209	6678.21383	74429.17472	23235.53282	163356.9608	19050.26195	144514.5648	266691.8153	122787.5672	185436.6212	68913.14877	24227.98575	76245.06275	86548.6705	485728.8331	358716.0346	0	68198.21218	168014.0181	20738.83843	19630.65593	26826.37949	56309.89965	13213.89579	22117.75368	120940.7224	65556.67287	85351.29822	422.5426278	5767181.722	162705.1598	72724.97467	74487.02795	43003.85526	292873.2051	361603.2833	142438.2003	652.61432	0	452.9458242	761.2636754	29.76895856	0	74.99712791	0	9681.872827	0	2345.5854	0	0	923.8874128	239.0285272	0	137.7417964	28171.84819	0	420.2705429	1031.238523	0	280.4568419	7522.656193	907.2686831	741.1632783	0	1182.880238	0	0	11323.04082	602.9166922	0	3243.314795	6761.936595	0	866.8808507	459.0917564	260.2531509	0	0	0	350.5836111	1607.940825	629.8568779	1610.262654
267	0	12.26	1262.592476	0	1080.266562	0	0	462.2366885	234.6081471	0	1711.159178	0	4933.79728	1418.149952	7059.342197	10255.29833	13952.06634	0	0	0	0	0	0	879.9479119	0	0	0	478.3635264	241.8160473	3841.407147	84.5116146	0	0	2153.996645	577.9514229	0	0	0	1635.311982	0	0	0	49998.02821	0	0	996937.9739	0	0	0	0	2763.973009	11796.71957	13527.09181	0	8216.286123	70582.15389	0	1170.717185	0	0	0	0	0	0	0	1100.464994	0	0	0	17726.54352	0	0	22507.5128	312.3071003	4372.904939	0	0	6571.063348	2253.858854	0	7230.050283	0	0	0	0	2029.907887	20.79698144	163073.0863	0	0	81964.42854	0	0	2488.411403	0	242.8482514	811.0244268	10662.2541	0	0	0	942.6455971	3753.795501	0	0	0	1784.336194	19093.33721	4007.941695	0	0	273.3307023	0	501.8624147	474.5191637	1020.281003	0	0	938.5975165	1174.214535	0	0	521397.6856	5385.479071	0	0	0	0	2591.992216	12203.23557	237.0207099	1664843.477	230.3524569	290.1154237	193.7938493	897426.0421	505.6796466	0	30502.5086	0	3297.193581	1895676.479	226.2606	196.3411991	66.54531657	108.0740752	264.2397483	1557942.352	124.6377695	235.2075747	0	1462879.519	246.9229811	9269.101163	110.7207246	412.7694767	0	0	221.701306	0	11938.78425	91.31719682	0	443.4625173	511875.998	977970.7166	256.1664454	27.26889504	154.9296027	0	0	0	5424.425182	103.4793789	159.3152171	12346.81372
268	0	12.26	0	1750.886909	0	0	0	1563.423302	48.91520829	513.069597	56.62455037	0	0	118.1485082	267.1645164	0	250.4195714	22.01096359	0	0	0	1706.553057	172.9997873	0	1464.790642	0	0	209.0049316	2094.733921	0	0	0	0	130.7923676	169.146527	0.177358356	0	24.49074326	94.86467795	0	0	0	0	0	268.3326418	387.8908281	105.2901832	116.6391786	0	0	20.11222723	0	45.8766032	72.22399446	0	0	53.18091723	0	0	202.5346874	30.08308027	0	0	110.9810828	215.020175	0	0	0	185.7533114	565.0039645	0	103.3042954	0	21.49115844	0	0	0	0	0	0	0	0	0	0	1.220105283	0	45.18455492	0	0	0	0	4.388106446	362.4383539	0	5421.737884	4.604943997	141.1130465	36.69166653	165.48693	0	0	0	109.0281348	0	84.67607137	44.88167753	43.6828092	0	0	0	178.9076823	12.20960849	0	70.04951328	50.55399401	140.6870741	17.02373324	72.91278617	68.24990249	478.1825035	0	11.05194669	0	202.386642	0	84.18303874	0	0	0	0	553.1964835	34712.39285	520.1635068	515.1471552	13783.99645	78939.61663	485.7670131	330040.3586	446.4170681	160521.4747	17619.91681	0	20914.50667	21605.6862	91851.66572	12551.36989	527.529854	1713.158212	7552.437865	376.9742469	162144.3991	23040.2815	546.4222191	55279.30778	370.9327031	8330.64264	590297.8457	1365300.793	9180.518745	80659.24479	89197.53759	129121.9545	1271306.131	12208.78387	44005.83428	513510.9242	104.9575972	41.62743137	154.6484372	0	0	0	389.0010891	94.85650741	218.907367	396.5624457
269	0	12.33	7.890930612	119.6809659	1225.53958	2939.406377	20.99854347	2.816148484	5088.499074	2255.551612	1287.670039	1043.108235	0	1105.519911	903.7876745	1438.593791	633.3312974	815.9132931	47.33740559	214.8833515	583.0196989	232.6621212	526.3703338	82.54704673	15.32560819	2354.962631	0	1422.187988	0	2024.628207	30.4393808	136.1842388	121.4880889	0	755.220915	5299.676118	265.5355003	968.5891053	974.9588575	67.94382318	4684.439571	403.2688023	2823.753921	888.3660302	1056.16383	350.5573454	5536.732232	2432.752773	2799.831598	1.163716877	757.1534075	380.6529265	3543.370002	972.367909	942.6316533	360.3287048	4944.359167	1793.036758	0	3031.001741	1796.143623	3439.481566	1082.858225	2129.479115	387.8343246	2.707944237	232.6195099	639.0960846	2104.773813	1695.276826	172.7563716	2903.525091	139.6107385	248.9643912	0	1929.933433	933.6838098	123.9685538	0	3509.537715	2136.063224	4291.033244	34.69606573	135.9339262	1899.920272	2296.145856	2253.523402	0	959.6993	1428.580555	479.5584457	1182.724737	232.9671214	20.35203013	137.526647	2073.793246	1776.745233	501.3487226	3872.846262	0	2567.24296	0	426.8253448	368.2104422	3643.110791	1755.403786	0	105.3397159	577.7271883	17.80557023	6647.243499	2815.92396	3051.02194	1016.8834	809.5717725	1499.958958	2447.220617	1810.494563	1966.014336	3265.586175	254.2103656	411.4460277	45.31548196	154.1250859	224.4229536	538.2072417	2497.813944	114.9121692	17.55335364	1150.74684	0	3499303.735	0	0	5816.255368	30995.37137	14944.44792	31569.04217	72188.23375	30845.54709	8970.131135	4078736.061	9944.429604	0	0	1323.854575	135.1101574	3114584.648	0	8820.03316	0	3092305.229	20396.05731	30434.62499	9948.941657	0	4864.91078	21601.78634	11811.14578	13801.86445	8360.892519	2617.152306	66393.55048	8390.033262	1038135.984	2151821.309	3909.822632	0	725.7177815	111.4634156	0	6.463455208	0	421.4834662	1205.183946	564.8482641
270	0	12.33	860.901815	207.1781293	831.3975025	5551.479755	1032.298029	19.40050333	1772.481566	842.1851719	1998.530918	2724.475389	1032.805721	756.1963922	1826.809054	4450.388586	1208.161058	1055.219479	369.6904673	1912.296652	953.6522549	51.70987499	530.4307904	532.8079638	140.5028451	2073.199619	0	1922.604377	12.70381221	2484.655894	1336.185505	1485.524628	140407.3721	177963.1325	572.888281	133663.6043	1482.959817	1219.685224	9527.067781	1212.783722	5266.408336	1856.530576	1870.093522	2342.092958	5183.217543	7487.35962	44505.31874	11954.65719	31373.54455	979.1487918	5639.408016	2308.391047	231300.5499	2105.4424	6377.619643	1766.943537	34093.31531	1792.832604	10300.18113	57446.38638	5618.963644	10129.7065	1860.132545	6334.944457	1457.440968	1324.29057	1259.568915	1913.150899	2883.780365	9973.967387	219.15703	12902.19447	15500.12684	658.1014726	19751.40356	6024.765641	1491.715858	2675.35962	2415.799909	26660.1471	2909.294492	26183.96355	798.5851722	37213.28775	1581.630086	11389.54167	7039.737715	3364.413324	2181.253701	5189.607663	7759.098528	14693.116	1672.135039	2737.652501	11550.57774	4817.148321	17608.10087	1165.959738	27528.12558	967.3863584	6301.118804	422.454716	2838.643841	668.6601823	26276.05147	2443.215986	479.2073776	38669.48072	1496.880533	135.5915065	60384.21153	4901.30278	21057.59972	25620.28352	1369.112965	11562.98497	1368.768869	26963.67686	3394.577445	52405.19345	573.8292132	6796.252425	2635.059451	737.8664312	2021.326295	680.7769157	11146.41829	1242.405586	16939.02413	6398.150143	550363.9942	0	223402.9422	589.428555	215890.8315	153867.9978	297262.3201	3123.242523	0	11364.76448	56472.35084	16535.7011	5491.670214	919812.7184	670893.5157	152851.3003	20216.49241	0	334916.8737	7958.314635	884472.1362	0	239557.6214	155285.8034	3207.357095	210601.7445	2341.297479	5008.553813	521720.6498	214592.6312	387895.364	2908.374575	1788.730288	219974.6768	231292.6901	6235.562597	348.5199931	9278.390282	6397.902033	0	1628.495934	36.58717882	9620.13541	34690.43784	4199.480869	236.0296247
271	0	12.45	16.97347695	0	92.94265211	0	12.4429113	0	176.1925186	188.0815051	192.6901015	142.3902764	5.040211507	83.92672434	105.3617669	5.726511812	107.8497912	9.462516222	0	12.5765417	4.763098071	9.058180978	0	7.757641947	0	110.5100878	2.29163737	0	0	0	0	128.4705029	45.80101413	34.59689728	59.93436183	11.34147501	7.898646799	3.623292829	104.1472488	0	25.24315378	88.05827174	35.13009782	0	42.63506533	87.64560169	167.5437076	0.309924941	0	109.5718791	0	30.01399474	0	78.43703318	80.23707638	0	0	0	184.2473254	92.56600353	9.694609127	51.60948019	48.35771461	535.1017269	127.4248276	0	12.32736244	5.888627458	206.7045155	0	0	43.11879249	86.98761995	0	92.26318373	94.94376349	0	357.1040356	76.94305072	0	0	29.12059375	24.72013179	55.87710622	66.39341792	0	22.42036126	244.7932894	40.92431186	10.37732596	390.1679637	10.97786634	0	17.65993647	0	42.51505484	63.79456455	6.480699872	0	13.86997247	227.2876114	7.12550907	0	31.24740606	11.3061727	19.88669895	50.93419295	3447.638034	16.14764734	0	0	199.0598119	32.32404873	75.25533778	141.4348466	58.68251419	0	31.78029433	0	26.51829392	42.67786888	39.01012836	52.94653681	89.57398633	0	18.85683561	0	12.84617385	74.36865125	285.5149592	2313.128204	2471.819934	192206.4211	219778.2511	629.0108581	6170.491907	150170.3906	237009.1575	0	198639.633	178.1937599	340.0502574	202703.4401	295585.657	247279.6757	195257.2108	544.4809827	273.5433967	152620.5718	293210.8122	404926.3971	115.1292617	234298.1135	3273.969759	176641.1835	154909.4228	35.60946912	136.2292587	206307.6927	162671.7757	226431.2507	229716.0611	0	281920.6999	953.994052	27.10226515	0	20.29588681	88.67963019	0	3.34225743	0	0	2064.484051	60.88335989	77.85926722
