row ID	row m/z	row retention time	2019-01-14-inj-42.mzML Peak area	2019-02-10-inj-221.mzML Peak area	2019-01-17-inj-94.mzML Peak area	2019-01-28-inj-207.mzML Peak area	2019-01-15-inj-58.mzML Peak area	2019-02-13-inj-235.mzML Peak area	2019-01-21-inj-162.mzML Peak area	2019-01-21-inj-135.mzML Peak area	2019-01-28-inj-213.mzML Peak area	2019-01-16-inj-83.mzML Peak area	2019-01-14-inj-31.mzML Peak area	2019-01-21-inj-120.mzML Peak area	2019-01-28-inj-206.mzML Peak area	2019-01-21-inj-124.mzML Peak area	2019-01-21-inj-146.mzML Peak area	2019-01-15-inj-70.mzML Peak area	2019-02-13-inj-236.mzML Peak area	2019-01-17-inj-104.mzML Peak area	2019-01-13-inj-5.mzML Peak area	2019-02-10-inj-222.mzML Peak area	2019-01-23-inj-198.mzML Peak area	2019-01-13-inj-4.mzML Peak area	2019-02-10-inj-223.mzML Peak area	2019-01-23-inj-185.mzML Peak area	2019-02-10-inj-227.mzML Peak area	2019-01-23-inj-181.mzML Peak area	2019-02-13-inj-237.mzML Peak area	2019-01-15-inj-75.mzML Peak area	2019-01-13-inj-12.mzML Peak area	2019-01-21-inj-145.mzML Peak area	2019-01-13-inj-23.mzML Peak area	2019-01-13-inj-7.mzML Peak area	2019-01-14-inj-38.mzML Peak area	2019-01-23-inj-170.mzML Peak area	2019-01-13-inj-27.mzML Peak area	2019-01-17-inj-111.mzML Peak area	2019-01-15-inj-71.mzML Peak area	2019-01-13-inj-16.mzML Peak area	2019-01-17-inj-109.mzML Peak area	2019-01-15-inj-69.mzML Peak area	2019-01-28-inj-211.mzML Peak area	2019-01-15-inj-65.mzML Peak area	2019-01-17-inj-105.mzML Peak area	2019-01-28-inj-209.mzML Peak area	2019-01-21-inj-137.mzML Peak area	2019-01-15-inj-61.mzML Peak area	2019-01-14-inj-34.mzML Peak area	2019-01-21-inj-133.mzML Peak area	2019-01-15-inj-79.mzML Peak area	2019-01-16-inj-86.mzML Peak area	2019-01-28-inj-210.mzML Peak area	2019-01-15-inj-64.mzML Peak area	2019-01-21-inj-136.mzML Peak area	2019-01-14-inj-53.mzML Peak area	2019-01-17-inj-100.mzML Peak area	2019-01-14-inj-35.mzML Peak area	2019-01-15-inj-60.mzML Peak area	2019-01-21-inj-132.mzML Peak area	2019-01-15-inj-78.mzML Peak area	2019-01-16-inj-87.mzML Peak area	2019-01-15-inj-74.mzML Peak area	2019-01-21-inj-144.mzML Peak area	2019-01-17-inj-95.mzML Peak area	2019-01-13-inj-13.mzML Peak area	2019-01-13-inj-22.mzML Peak area	2019-01-13-inj-6.mzML Peak area	2019-01-17-inj-114.mzML Peak area	2019-01-23-inj-171.mzML Peak area	2019-02-10-inj-226.mzML Peak area	2019-01-14-inj-43.mzML Peak area	2019-01-21-inj-126.mzML Peak area	2019-01-13-inj-26.mzML Peak area	2019-01-21-inj-140.mzML Peak area	2019-01-15-inj-59.mzML Peak area	2019-01-14-inj-47.mzML Peak area	2019-01-17-inj-108.mzML Peak area	2019-01-15-inj-68.mzML Peak area	2019-01-15-inj-66.mzML Peak area	2019-01-28-inj-212.mzML Peak area	2019-01-17-inj-106.mzML Peak area	2019-01-14-inj-49.mzML Peak area	2019-01-13-inj-19.mzML Peak area	2019-01-14-inj-51.mzML Peak area	2019-01-21-inj-134.mzML Peak area	2019-01-17-inj-102.mzML Peak area	2019-01-21-inj-128.mzML Peak area	2019-01-15-inj-62.mzML Peak area	2019-01-14-inj-37.mzML Peak area	2019-01-21-inj-130.mzML Peak area	2019-01-13-inj-8.mzML Peak area	2019-01-16-inj-85.mzML Peak area	2019-01-13-inj-11.mzML Peak area	2019-02-13-inj-238.mzML Peak area	2019-01-15-inj-76.mzML Peak area	2019-01-13-inj-20.mzML Peak area	2019-01-14-inj-41.mzML Peak area	2019-01-17-inj-112.mzML Peak area	2019-01-13-inj-24.mzML Peak area	2019-01-21-inj-138.mzML Peak area	2019-01-13-inj-15.mzML Peak area	2019-01-21-inj-142.mzML Peak area	2019-01-15-inj-72.mzML Peak area	2019-01-14-inj-45.mzML Peak area	2019-01-16-inj-88.mzML Peak area	2019-01-13-inj-10.mzML Peak area	2019-01-15-inj-77.mzML Peak area	2019-01-13-inj-21.mzML Peak area	2019-02-10-inj-225.mzML Peak area	2019-01-21-inj-125.mzML Peak area	2019-01-21-inj-139.mzML Peak area	2019-01-13-inj-25.mzML Peak area	2019-01-21-inj-143.mzML Peak area	2019-01-13-inj-14.mzML Peak area	2019-01-15-inj-73.mzML Peak area	2019-01-14-inj-44.mzML Peak area	2019-01-14-inj-32.mzML Peak area	2019-01-15-inj-67.mzML Peak area	2019-01-17-inj-107.mzML Peak area	2019-01-14-inj-48.mzML Peak area	2019-01-13-inj-18.mzML Peak area	2019-01-21-inj-129.mzML Peak area	2019-01-17-inj-103.mzML Peak area	2019-01-14-inj-36.mzML Peak area	2019-01-15-inj-63.mzML Peak area	2019-01-14-inj-54.mzML Peak area	2019-01-13-inj-9.mzML Peak area	2019-01-21-inj-131.mzML Peak area	2019-01-16-inj-84.mzML Peak area	2019-01-21-inj-165.mzML Peak area	2019-01-23-inj-190.mzML Peak area	2019-01-21-inj-154.mzML Peak area	2019-01-23-inj-179.mzML Peak area	2019-01-23-inj-188.mzML Peak area	2019-01-23-inj-194.mzML Peak area	2019-01-21-inj-150.mzML Peak area	2019-01-21-inj-161.mzML Peak area	2019-01-23-inj-180.mzML Peak area	2019-01-21-inj-158.mzML Peak area	2019-01-23-inj-175.mzML Peak area	2019-01-21-inj-159.mzML Peak area	2019-01-23-inj-174.mzML Peak area	2019-01-21-inj-164.mzML Peak area	2019-01-21-inj-155.mzML Peak area	2019-01-23-inj-191.mzML Peak area	2019-01-23-inj-178.mzML Peak area	2019-01-23-inj-189.mzML Peak area	2019-01-21-inj-151.mzML Peak area	2019-01-23-inj-195.mzML Peak area	2019-01-21-inj-160.mzML Peak area	2019-01-23-inj-172.mzML Peak area	2019-01-23-inj-187.mzML Peak area	2019-01-23-inj-176.mzML Peak area	2019-01-23-inj-193.mzML Peak area	2019-01-21-inj-157.mzML Peak area	2019-01-23-inj-197.mzML Peak area	2019-01-21-inj-153.mzML Peak area	2019-01-21-inj-156.mzML Peak area	2019-01-23-inj-192.mzML Peak area	2019-01-21-inj-152.mzML Peak area	2019-01-23-inj-196.mzML Peak area	2019-01-21-inj-163.mzML Peak area	2019-01-23-inj-173.mzML Peak area	2019-01-23-inj-186.mzML Peak area	2019-01-23-inj-177.mzML Peak area	2019-01-14-inj-29.mzML Peak area	2019-01-28-inj-203.mzML Peak area	2019-01-23-inj-183.mzML Peak area	2019-02-10-inj-220.mzML Peak area	2019-01-13-inj-1.mzML Peak area	2019-02-13-inj-234.mzML Peak area	2019-01-21-inj-122.mzML Peak area	2019-01-21-inj-148.mzML Peak area	2019-01-15-inj-56.mzML Peak area	2019-01-16-inj-81.mzML Peak area
519	0	21.56	1866745.955	285566.7355	2473390.452	4140797.325	1996147.345	305477.8851	4535316.837	3257087.304	4584384.833	2314254.095	1616459.061	2824746.388	3982165.611	2802530.418	3325603.327	2131121.776	324713.4545	2693682.5	774448.5765	312878.601	3955293.908	769864.9269	316767.7061	4081240.581	359199.6835	4144543.847	334057.1971	2296214.672	865400.9062	3309591.206	1114872.239	855210.1054	1642507.352	3846876.739	1186893.052	2556935.944	2149202.333	941447.2576	2670234.21	2110197.224	4443224.717	2039892.979	2632302.003	5449885.658	3053909.277	2123734.793	1568592.531	3089309.18	2231575.122	2504835.209	4308718.833	2202147.81	3092222.329	2065830.544	2535072.202	1667076.885	2065747.946	3088434.887	2116472.863	2401027.817	2235334.425	3184027.318	2469045.783	908225.602	1097531.31	784046.23	2981784.753	3853109.258	396248.0734	1764509.389	2844280.079	1130778.668	3139540.578	2147854.673	1976640.252	2765964.881	2192507.11	2218776.591	4501363.331	2633845.429	1994093.28	1011402.692	1942815.169	3419952.916	2566381.742	3012771.475	2013218.046	1663971.418	3022866.414	824338.5495	2340718.178	896081.3392	352069.0711	2243136.201	1059349.255	1862799.507	2604805.076	1160492.835	3108385.893	972001.6386	3225472.007	2231035.665	1823988.452	2451639.107	842039.2142	2323827.744	1066142.846	334837.2871	2773452.452	3106294.152	1094240.79	3196097.234	957486.2053	2209884.397	1799082.92	1605581.087	2172992.426	2730970.38	1963326.174	985923.5228	3089839.698	2590526.469	1666312.428	2145482.112	2000752.952	843178.9232	2955965.562	2386641.447	4844034.067	4735836.28	4264439.96	5528710.076	4554649.475	5463559.411	2462516.655	4589417.481	4995014.973	4532273.73	5048599.381	4842804.749	4547140.01	4739751.959	4890489.747	4791716.065	5033843.745	4661164.097	2478783.944	4567020.99	5080962.252	4933315.093	4537645.84	4596918.539	4430120.724	4748350.643	4369012.155	2798427.946	4662862.804	4447581.239	4569628.678	4337914.576	4799202.502	4783597.911	2665912.596	4894210.905	1590632.807	3324558.394	4100198.527	259489.6362	757435.3629	259314.8339	2750056.124	3265159.878	2110258.321	2324755.049
520	0	21.61	1471.484093	137.2909024	1596.28427	2410.346703	1252.063414	0	2464.143477	451.0021214	123.348635	2588.50002	826.5122369	1242.634375	115.2682974	2730.20342	2981.160695	5951.189028	203.214757	857.1902878	365.6270658	1.016800837	1762.764329	190.2187429	293.5357644	1429.697265	348.189967	2314.705245	0	6127.83172	18.50178466	10210.69601	4867.959111	5622.278106	204.1190012	2438.292658	172.9200698	1479.05292	6937.119801	1020.517742	25.10307729	5509.938353	12143.56718	2068.595917	7174.211161	421.4013374	2170.081679	5451.088735	608.6890677	314.6586909	482.2940934	68.80429588	1834.208366	3846.392154	4732.225613	3406.53774	5406.810034	0	266.4754862	0	101.131942	1470.757744	6765.352831	0	7168.618073	524.8529194	32.07612265	5686.425731	1431.999212	534.4092141	240.7950791	524.4784632	7733.839449	0	0	9431.305129	0	12321.78438	0	404.674087	259.4557101	107.9382446	451.179327	182.6949565	2058.393179	10639.9937	2267.504007	32.57941016	1430.537023	45.21978451	4020.765214	1742.688793	475.0666854	48.31200345	313.1871756	7364.129089	1011.88814	75.95155539	1700.69849	468.2156485	382.6463498	0	638.7228422	191.6260072	1560.396867	341.9050272	40.1863287	14037.53955	5306.278498	289.9164936	1239.554834	767.5788079	68.55916338	0	1629.912795	304.0658138	52.40370816	0	6202.343804	12743.01226	1638.13938	1659.344001	0	10525.20752	34.76485117	5963.395852	1919.564264	0	19.41407113	4277.652241	339276.6469	637350.6935	176322.6164	201431.5599	205917.7341	1010463.275	101884.2262	258439.1566	152988.466	177447.7533	283799.1677	1542704.968	184535.6803	182092.7658	180134.0957	222520.9776	142986.7925	1175058.992	96817.00129	1833520.226	2234338.598	1570794.098	177428.4947	837515.4747	134991.6937	207819.7431	253478.6287	170110.1646	133167.8955	211403.7493	895961.8965	164088.201	294428.244	369399.7877	829018.2124	1287598.985	956.8040932	0.496818698	182.691931	0	6.621079855	0	2.442321567	0	464.6154172	333.0566827
521	0	21.61	8461.170544	1026.043489	13753.94852	11044.2914	7954.313362	0	500.4087828	8406.694034	185.2822279	21626.01458	4602.516176	9763.099588	139.9974379	14336.18227	17469.17397	45568.07331	1496.794902	2607.964504	2695.607955	3.790913529	662.5739986	574.1024672	2193.739385	10465.37999	2584.566357	0	0.07373977	47516.483	94.19982868	69435.44813	33159.71752	8502.16487	266.6389043	39407.76613	46.63373663	674.881943	50432.42184	6957.405479	2556.148568	29712.9529	75007.1024	15171.09482	38011.32259	200.8252641	13506.981	4096.627118	16893.92739	78.03248668	0	1141.550213	1983.517691	30348.73793	25419.27473	16527.03695	43087.2618	0	78.01344069	15899.32372	212.010533	13399.21948	46862.5399	789.0243594	44476.30736	0	63.76469799	12972.30556	6119.230899	704.5125923	273.9605842	1800.301628	45718.19967	413.0376006	2709.356928	0	1409.817045	5568.168186	23848.57956	94.06709322	312.3314062	506.5336413	428.8470669	0	11247.87159	75367.66611	0	0	8775.598375	151.7570505	52895.4122	13620.65512	0	29.60544975	2320.877295	10094.3025	9838.2508	86.20658886	10330.57794	555.9203652	144.2956486	705.7814561	0	31.04183155	12964.89448	24.5461757	72.52810284	6030.191794	815.9328703	0	1158.963333	688.9973892	197.5064038	10395.69012	12191.57382	314.3826439	158.3935604	2600.445795	8990.791644	0	1032.820784	12722.16456	35218.42985	60461.36078	75.29783622	42752.2171	8892.431673	3726.149293	105.263704	28527.92095	79490.7057	288365.0006	0	0	0	207028.8001	70180.96176	0	0	5594.755145	0	296436.6334	75226.97345	2615.7485	82775.7346	292092.9417	0	214289.8247	9774.71273	274018.3565	196168.0631	2473327.363	97763.68936	136623.2774	0	150901.0453	301975.3793	60936.46949	4493.763282	53210.58516	363783.4253	0	4334.543213	212983.7373	152391.9728	725584.2449	6783.329168	3.525648859	1660.677941	0.033682581	0	0.120262221	0	0.42972017	4347.754758	222.0030991
522	0	21.67	124.9655645	0.03614369	0.262198614	2.957345328	2.506801591	0	128.2711617	1.712394053	118.5125434	1.001752639	106.6682706	0.819803317	2.300110557	1.748430503	0.914357067	5.990378324	0	39.12132798	0	0.036228472	10.51196147	0.232994891	0.088825855	232.393028	0.130537177	7.552566738	0	153.8049565	958.3993889	1.247230585	0.162978125	258.1887812	7.753823827	1.161809228	0.267232055	2.118514563	0.984653222	0.03783697	1.007305002	5611.604331	1356.677641	672.7770422	578.5334264	0.787001887	126.4376454	2498.398005	1.225274837	1.227422866	1.241598828	1658.816263	0.590479977	132.3498426	1283.603395	1.478001565	79.63546306	0.544199951	659.0110045	3.132953375	1345.014739	1.02164362	1542.889698	1.96398885	124.4547729	0.510527985	0.373187	0.066496123	1.407807061	1584.443797	0.116855148	0.663521235	1440.582272	1542.650275	1.584040817	20487.83758	28145.01629	153.9674575	361.0990377	544.2830738	2928.90139	211.0351281	2686.089993	7644.280573	1.433347893	114.1319734	1.191612456	4.14039539	2473.258362	67.62778245	1.662326033	758.7521313	1.561060376	398.6716784	0.139669807	0.788118544	0.449600002	0.4965842	854.7939621	0.49945937	1700.653153	0.258506615	1.022074984	1.242929373	1.311767975	138.6999552	242.072122	2476.998169	0.423339619	0.095683858	2.29892926	24403.34779	991.0490826	17.45920617	0.145873881	121.6021078	2517.096472	644.4580654	3819.156876	57757.59357	1.414043847	0.384286626	25338.50428	1.325663494	39.69474572	1.345481295	1.02589738	15643.95618	2711.107242	138.1232353	245.9352401	4413.08622	5858.11717	2000417.688	110.2463146	0.347524059	64.57418233	119614.183	0.693053533	120.2302775	120.8238362	4831.779309	5395.934976	114604.9037	92.77612096	584.8296472	16088071.99	13354.46818	510.3528404	319.8586128	669.9562114	4673.991923	1528.822881	689.642945	188.1884439	79.45797075	100.3355212	75.22849039	87.97613177	1205.343305	14.2487738	69075.40987	111.5425127	121.7290294	1.629014879	15565.08938	842.513764	4.810603086	347.1918244	8.248062831	47.79792729	9.389196755	155.2501232	177.3421329	203.6352636	1773.711242
523	0	21.71	13300.25568	111.1278212	16845.38422	36093.65435	16932.41468	106.7382449	3509.959548	11575.03655	75134.85014	20819.94318	992.9402103	14208.15906	29815.39777	21790.05999	44413.28848	1029.244594	2887.75498	21176.99547	6917.556217	1828.755036	5369.548018	7980.683658	2279.438292	1058.268547	2098.295447	5332.083303	2277.732252	1767.728473	668.5988089	3647.866464	2006.74622	1217.940049	2969.801207	36056.30015	10540.23754	100206.1469	1127.615079	5024.572782	3711.100946	60456.74036	26347.18412	25722.46574	1828.472108	2760.557515	46325.53339	1101.596619	1353.259333	132572.3605	1625.864097	1090.310664	67460.12172	25683.23817	3966.09268	1680.834369	31957.30938	1180.857766	1197.070027	31160.75665	38032.73015	38197.65461	5574.034611	56314.80757	15624.45147	389.9505558	512.7155064	8084.254735	39931.38319	3545.693171	7788.66274	15522.1392	3245.072105	11881.51112	21532.34342	674.967728	17832.47612	3461.978589	1462.04033	2455.642006	112885.7966	68501.46505	823.3448416	67660.12981	65969.32356	3712.340951	1867.020152	2873.386361	31604.28127	1512.283249	2948.58269	16504.75634	955.7798925	828.5234583	111.5915136	32889.69924	4662.99673	10818.88793	58619.74281	814.8341922	9162.103111	12094.04684	3892.395313	1219.665384	14917.71495	31846.80501	1152.44735	4341.203944	677.6567875	3845.122701	37498.43422	1192.899584	2670.37666	5251.003979	14188.21085	18760.56594	4751.566483	19497.64745	1193.79507	1267.836753	47407.14315	17507.26614	727.4631583	2975.174365	3378.919856	27324.28481	27154.91386	335.7706779	3876.625961	1091.061706	947.9937558	573.1490539	9837.824285	7643467.407	920.5156518	1446.86003	2.689779091	712.6098999	50.61546032	2575.592773	96724.05245	2703.602943	152892.2422	575844.0562	1412.884631	5491.357416	51742535.34	794.7924811	5570.814952	3759.585122	1728.688476	7021.509089	0.011839198	26.35078478	1407.361351	60.8464864	4283.744641	632.291354	44700.42781	0.42080865	1320.950665	892.3023463	17044.44295	84.85781721	598.4912693	2481.218057	0	711.2066553	2039.016452	0	0	0	5994.538	1822.43403	601.682157	273.4527568
524	0	21.8	388.082324	0	26707.96835	322.2204431	401.9234888	4061.279157	13489.59243	184.2057834	1514.24051	601.2871181	555.0509069	9235.441509	32494.65222	327.9644344	314.811823	378.6162144	6.158502259	1545.333666	2551.372481	0	78074.78654	3193.314337	0	11829.59551	0	80782.36379	0	12376.79769	123206.2778	4903.942681	60419.4776	86181.77655	26521.35619	16520.13194	9666.893646	4649.579145	198172.4067	2398.142361	1433.969171	1991.934969	78662.71772	55680.69634	4347.078135	261607.2895	15081.47104	17463.68431	553464.8475	10977.88216	30389.04931	3079.949933	116.5026626	1888.865514	27383.78365	27042.53391	1496.532023	274157.762	64075.54242	19555.68879	694.2284479	4113.358549	2614.720882	30392.6348	34371.16886	1731768.89	149516.4764	1862.563878	21133.47931	1399.268425	0	5176.599134	428872.537	38029.16322	2459.256855	847131.9653	144836.5649	308461.2185	14294.51525	100016.3294	68842.85444	1854.995518	22742.19131	87863.21287	490.7054393	5373.310929	62081.55439	145948.4253	2362.454982	20526.96342	56389.38338	7906.833573	14958.18177	251.7817646	17858.24425	2900.138262	51081.92989	3234.037903	27316.25793	20068.09753	66604.03058	5253.659889	53248.45918	35204.77295	14937.769	1986.753036	51416.27122	13827.74264	57732.64427	1.703623968	5178.702544	360255.7264	42628.85042	16816.39489	5784.955664	2945.53246	6909.881943	9856.443099	356334.1153	1283774.831	162.2066279	1528.338633	3782599.685	234128.0088	6279.390318	4354.261628	2989.318477	613713.7346	63512.20643	379185.5704	3956797.993	3278759.195	227276.3934	47113.35728	10274017.3	3847006.384	184249.3057	6511198.445	12562658.64	7335907.712	21380113.72	9202066.687	24132520.99	65959737.64	891630.9575	37641443.94	210562.2777	5078974.912	31189105.37	12610426.68	296447.0637	5937463.604	4275.745572	6907400.389	3856983.142	4296475.703	29852844.87	8164075.605	81888.46869	11909228.14	26323924.6	82800718.03	47178661.41	14015264.74	1836759.887	18112641.19	17.82961215	5307.547416	0	0	325.6990672	0	4851.824459	4860.660613	187.0617257	3450.361241
525	0	21.87	927.9704606	0	3326.622024	520.8746703	5545.692131	28.24777625	8451.785295	1357.443864	7562.888874	4910.345827	2190.854322	242.9086277	4222.508241	546.1932482	1162.902334	7214.706581	47.52399272	7361.725387	4696.202725	15.55048055	895.1199214	268.7155645	37.95090314	559.001203	0	4909.253509	38.41907452	102.2894541	132.9087111	863.0644798	370.962625	88.69302768	2519.060635	4897.504531	2568.264207	5313.461018	19815.65863	384.5464537	665.9137218	5738.675802	836.1229064	3653.752132	602.5115507	92.58771701	4752.495226	770.7026654	9763.591467	4082.313167	169.2363247	5090.770261	4541.399103	666.8854771	575.6052508	358.4962259	5049.992451	7661.842317	471.4685345	1499.033647	4338.985696	840.8165028	3923.702396	3998.726739	4639.424819	9.975441824	788.7607108	227.1829925	7041.886174	406.7743628	35.06324455	3743.764794	7248.870184	201.7425321	5537.203989	784.9195681	5943.612264	390.2544895	29086.22303	10816.18855	1481.205898	4662.992251	176.7062359	38.26538943	250.4675688	725.2774575	590.9491239	5470.964481	1306.279417	568.6554173	2260.722507	2149.261965	0.940904216	6080.883892	31.38621891	0	1787.863217	208.4505204	4640.851569	130.5463939	260.1442388	205.3660166	5032.291893	2030.476636	5642.591049	5081.270869	2256.333946	36952.86239	155.5759293	0	894.4439054	4977.51403	5100.212662	7667.477902	1370.439432	489.9526815	162.8151489	537.5263379	10512.6315	1514.608348	384.2165003	312.9547067	3762.97782	635.0711158	141.1111747	245.5553137	7091.258913	521.3776463	703.9507398	321.5723979	133503.6605	106469.1109	91477.41075	54035.17216	32709.69028	387322.1715	35970.34954	80871.91213	0	69908.07077	0	669916.3441	16.77769876	17.27507944	63441.20731	158.8791335	65439.20028	0	88.32316097	177466.1512	200500.7658	808310.584	48568.37234	112548.7575	62696.83909	91601.2077	18.95276034	62185.73732	54329.82792	41057.17543	162139.3526	0	2779.139559	94459.53195	47553.90379	1266624.318	56.13267778	0	1135.754003	0	0	0	0	4938.070622	589.1541537	624.1127155
526	0	21.87	1510.191777	0	0	1056.809231	105.4088962	0	216.562575	2948.868875	1483.398433	0	76.82922821	0	0	0	10.36405427	0	0	0	0	0	1252.10918	0	0	512.9226215	0	517.3133923	0	152.718224	0	0	0	7126.265965	0	0	0	0	0	0	1085.049777	0	202.2966656	0	629.8633011	0	493.7445456	5233.433797	0	0	316.3037602	7756.02224	917.8910883	439.4042252	0	0	776.2309098	0	0	283.0791861	490.3654026	70.94622226	395.6691201	1283.587623	0	0	196.5737935	162.4385714	0	0	0	0	535.5718121	0	0	1397.214597	0	0	0	0	1929.885221	0	0	185.4383517	0	67.30949586	1181.836984	0	1300.408107	1037.807124	0	0	635.4401223	0	0	6161.809549	0	0	0	0	0	0	0	0	0	0	0	0	4691.775642	0	771.6275677	0	0	0	0	1705.557483	0	25.60439733	0	0	576.9102667	107.5551532	0	0	37.54639459	243.7776434	0	1449.881084	1045.7785	1280.559283	0	486869.4334	0	0	0	61702.1337	0	0	152472.3784	0	0	671856.0969	0	0	0	4242.371112	0	931299.7631	3219.983152	8756.268215	34592.54522	629688.7108	0	54914.66044	0	0	0	0	0	0	0	4715.442624	7957.860477	0	119178.5202	358188.3654	349.1015099	0	0	0	71.66885241	0	0	0	0	0
527	0	21.91	14.27381186	0	179.9099063	98.03310615	0	0	282.2163634	144.3430954	744.943222	0	105.4160819	21.7522486	188.3080092	2040.810402	66.69056239	890.5505341	0	0	43.29642955	0	48.69542386	0	0	10.59800788	0	0	0	1485.963011	0	0	0	6.449897933	235.8076419	98.75229872	20.246068	45.05235413	1053.77884	0	0	9.909572708	8.39620974	113.9559504	0	13147.64049	497.8054227	14.95641297	515.1019839	0	0	89.39844828	6481.771152	3323.315637	651.7993379	154.716939	0	693.8603662	30.82633258	258.0484775	0	56.66824871	800.7776532	42.43069682	6.630516236	676.3152861	6867.748497	0	0	0	0	153.2746996	940.3921969	0	1359.083195	1089.721223	47.08818291	0	0	468.5753241	455.2047987	628.4874297	0.002437641	0	0	104.860119	0	8068.875519	1131.152228	0	320.0563385	0	215.2033783	18.04720985	13.89501975	0	16.200391	545.8726675	7.880169238	16.42885723	0	0	0	165.0331217	0	893.4037896	918.383339	0	0	0	0	70.54003932	0	644.7297467	0	0	356140.3674	500.7204353	38.30438067	0	0	12.39368659	30979.09073	0	14.08407026	20.23533469	18.29218509	669.9595673	0	0	632212.111	1561590.695	265078.932	360639.9942	965371.1549	2056450.767	320019.7271	988887.0134	0	576709.2374	2307.378192	2385209.676	1056386.508	1940820.607	635087.5209	780653.0837	10813.82932	3196757.897	1143544.291	1115366.567	1021653.101	907459.4717	528535.9745	515665.0243	719491.2057	730905.0727	1085438.187	809236.9756	2037896.484	864951.3656	0	1011303.094	34399.63883	1508259.89	644083.7267	128395.9653	0	0	19256.02045	9.992744789	0	0	7384.409537	872.7994551	10575.25384	69.7349284
528	0	21.91	0	0	218.557649	31.98397551	577.7650557	0	0	46.96322568	245.8921741	0.118421579	120.4394838	0	3.008587356	0	50.13486081	3867.280332	0	0	14.08685318	0	0	232.0319489	0	3.270087721	0	0	0	3446.747696	0	5233.366662	0	0	105.1376078	47.90325144	0	429.5763996	0	0	1206.961653	2.881493888	3046.098035	0	2964.717961	15426.98007	143.5351362	16.80751853	647.3973039	8964.626522	0	31.14264996	0	543.1976533	135.2589393	53.89693911	0	1013.863933	1739.504297	57.62969005	3063.812334	0	1704.771438	0	0	886.3588675	0	0.108823812	1352.499285	0	0	129.2091029	164.6244762	0	2957.435754	1403.688387	0	0.229170888	0	46.14927364	1768.887497	0	0.199164847	15.93747316	1749.90573	631.1221394	0	11275.75035	4299.369784	627.9932094	373.05668	0	70.01820762	0	0	2461.658609	0	0	2.291386336	0	0	0	0	8.951273865	0	0	202.2722915	0	0	0	0	0	0	2913.532254	0	1660.700373	0	0	0	0	978.9791701	0.349092381	25666.64134	0	0	1225.616864	0	451.5282232	1884.940211	0.134520841	0	127776.9584	3569.236748	7004.611258	0	120579.6498	6554.165501	21665.50818	583417.3556	18115.05894	10406.48972	984001.9477	32539.56206	281.0236761	48245.54937	34056.0918	2643.29709	173564.8251	32783.26398	184815.285	384175.8355	757281.8887	3564.431798	410854.5114	0	0	0	0	127076.0775	72958.78353	3149171.825	0	33559.98642	53597.54955	175111.5115	3222869.247	0	691.6582903	0	0	0	0	0	5692.945078	0	0
529	0	21.98	13829.25916	0	10009.46733	8.550894696	8611.098694	0	22434.73463	14124.80671	2079.106114	9528.929155	988.2718466	14587.7135	5424.294611	1511.20718	6460.459344	26281.85667	0	108.279392	2940.650871	0	8848.05684	3218.74085	0	1365.168587	0	22.06733713	9.320983822	748.7748361	21192.29032	5534.458154	7253.242565	10350.19087	10333.76329	42615.17062	14299.3945	37634.75718	2228.041607	13861.146	88519.9449	55627.50078	4658.2606	91214.32123	11121.13146	5566693.728	12555.59832	5266.75126	2012411.338	62798.50469	668729.9982	144870.3924	34894.83727	132.6558348	23744.34278	20078.24992	20312.03193	398080.0892	35765.12472	24417.07165	31042.74453	31824.49913	679.9157947	51436.978	10582.72252	12021912.21	269.6590443	1504.492196	23092.94543	35683.49903	4873.678965	57894.993	176172.6996	50269.72346	35066.2256	6916245.307	0	629140.4462	205681.1712	16974.11897	121255.1809	16979.02324	229662.1319	21736.79642	12270.54673	2550.870712	21410.44252	5356742.6	22944.19747	2433.373045	5226.33773	15863.72316	712179.5459	22662.28147	0	40176.46686	17339.72121	32862.44116	13401.38436	1477519.967	123444.3808	13455.2997	419662.1067	32380.06827	21983.9513	35839.83283	34.57760639	328443.9446	284564.3448	3509.297799	77100.7109	547351.0018	8147.873295	67057.24587	13449.04724	16544.80574	21202.01209	17964.75193	237821.3486	2741073.478	48133.19019	12855.11558	7378749.952	178138.3	72194.53209	6100.361694	635.9392113	4520362.596	194126.6367	9445.015394	15698.27182	9183.394096	9318.087438	5838.711788	5394.314958	35233.55016	1724.950505	10646.11224	9592.258038	11036.12848	106637891.1	54122.95832	4384.137532	35608.98986	7772.438533	8697.680916	96399.93191	35768.58995	4889.099747	51942.9524	926200.6232	820322.7861	2643.852004	499050.6695	3694.714559	14057.48375	10498.16267	8424.578612	14625.66442	9056.822628	10436078.47	26300.32899	89640386.98	11321.08219	4906.997159	4005186.582	6732.981716	16.83201994	2712.593922	0	0	12.90047826	1866.574838	23468.73396	345.4767265	23360.5775
